anio_enfr,prov_id,prov_nombre,grupo_edad_10,sexo,dm_total,dm_total_cv,dm_prev,dm_prev_cv
2018,46,La Rioja,20 a 29,Mujer,3120,0.53,0.12,0.51
2018,46,La Rioja,20 a 29,Varón,308,0.63,0.01,0.67
2018,46,La Rioja,30 a 39,Mujer,1951,0.4,0.09,0.4
2018,46,La Rioja,30 a 39,Varón,3177,0.42,0.12,0.4
2018,46,La Rioja,40 a 49,Mujer,3868,0.28,0.17,0.31
2018,46,La Rioja,40 a 49,Varón,570,0.64,0.04,0.64
2018,46,La Rioja,50 a 59,Mujer,4855,0.25,0.27,0.23
2018,46,La Rioja,50 a 59,Varón,2369,0.42,0.22,0.45
2018,46,La Rioja,60 a 69,Mujer,1963,0.37,0.22,0.33
2018,46,La Rioja,60 a 69,Varón,5396,0.31,0.43,0.25
2018,46,La Rioja,70 a 79,Mujer,1674,0.48,0.27,0.46
2018,46,La Rioja,70 a 79,Varón,1551,0.46,0.45,0.37
2018,46,La Rioja,80+,Mujer,628,0.69,0.23,0.57
2018,46,La Rioja,80+,Varón,0,NA,0,NA
2018,50,Mendoza,20 a 29,Mujer,7252,0.61,0.06,0.61
2018,50,Mendoza,20 a 29,Varón,3146,0.68,0.04,0.68
2018,50,Mendoza,30 a 39,Mujer,22381,0.39,0.17,0.4
2018,50,Mendoza,30 a 39,Varón,2851,0.89,0.03,0.92
2018,50,Mendoza,40 a 49,Mujer,16147,0.35,0.18,0.33
2018,50,Mendoza,40 a 49,Varón,7425,0.42,0.07,0.43
2018,50,Mendoza,50 a 59,Mujer,9980,0.4,0.14,0.36
2018,50,Mendoza,50 a 59,Varón,12045,0.34,0.15,0.32
2018,50,Mendoza,60 a 69,Mujer,8024,0.24,0.14,0.24
2018,50,Mendoza,60 a 69,Varón,22406,0.25,0.38,0.22
2018,50,Mendoza,70 a 79,Mujer,7525,0.3,0.17,0.27
2018,50,Mendoza,70 a 79,Varón,12810,0.37,0.27,0.32
2018,50,Mendoza,80+,Mujer,2184,0.71,0.09,0.7
2018,50,Mendoza,80+,Varón,2305,0.43,0.15,0.54
2018,54,Misiones,20 a 29,Mujer,9711,0.3,0.13,0.28
2018,54,Misiones,20 a 29,Varón,5764,0.38,0.07,0.36
2018,54,Misiones,30 a 39,Mujer,6554,0.31,0.1,0.26
2018,54,Misiones,30 a 39,Varón,3182,0.47,0.06,0.45
2018,54,Misiones,40 a 49,Mujer,10062,0.4,0.19,0.36
2018,54,Misiones,40 a 49,Varón,6985,0.32,0.15,0.33
2018,54,Misiones,50 a 59,Mujer,14074,0.22,0.32,0.19
2018,54,Misiones,50 a 59,Varón,4446,0.46,0.13,0.46
2018,54,Misiones,60 a 69,Mujer,6194,0.23,0.19,0.21
2018,54,Misiones,60 a 69,Varón,7182,0.24,0.2,0.26
2018,54,Misiones,70 a 79,Mujer,2292,0.39,0.13,0.39
2018,54,Misiones,70 a 79,Varón,2614,0.66,0.22,0.58
2018,54,Misiones,80+,Mujer,3237,0.65,0.31,0.51
2018,54,Misiones,80+,Varón,0,NA,0,NA
2018,58,Neuquén,20 a 29,Mujer,5221,0.34,0.13,0.35
2018,58,Neuquén,20 a 29,Varón,912,0.96,0.02,0.91
2018,58,Neuquén,30 a 39,Mujer,7529,0.25,0.16,0.26
2018,58,Neuquén,30 a 39,Varón,1409,0.47,0.03,0.48
2018,58,Neuquén,40 a 49,Mujer,6412,0.28,0.18,0.27
2018,58,Neuquén,40 a 49,Varón,2606,0.41,0.07,0.4
2018,58,Neuquén,50 a 59,Mujer,3708,0.31,0.15,0.32
2018,58,Neuquén,50 a 59,Varón,2868,0.33,0.13,0.31
2018,58,Neuquén,60 a 69,Mujer,8299,0.28,0.31,0.21
2018,58,Neuquén,60 a 69,Varón,5294,0.31,0.26,0.26
2018,58,Neuquén,70 a 79,Mujer,2130,0.47,0.16,0.44
2018,58,Neuquén,70 a 79,Varón,3052,0.51,0.33,0.48
2018,58,Neuquén,80+,Mujer,2563,0.43,0.57,0.22
2018,58,Neuquén,80+,Varón,0,NA,0,NA
2018,62,Río Negro,20 a 29,Mujer,7008,0.23,0.13,0.24
2018,62,Río Negro,20 a 29,Varón,667,0.65,0.01,0.66
2018,62,Río Negro,30 a 39,Mujer,4443,0.28,0.09,0.29
2018,62,Río Negro,30 a 39,Varón,1041,0.48,0.03,0.51
2018,62,Río Negro,40 a 49,Mujer,6004,0.24,0.14,0.25
2018,62,Río Negro,40 a 49,Varón,3066,0.28,0.08,0.3
2018,62,Río Negro,50 a 59,Mujer,7785,0.36,0.25,0.31
2018,62,Río Negro,50 a 59,Varón,5354,0.26,0.2,0.29
2018,62,Río Negro,60 a 69,Mujer,5196,0.22,0.26,0.18
2018,62,Río Negro,60 a 69,Varón,5809,0.23,0.2,0.22
2018,62,Río Negro,70 a 79,Mujer,2393,0.24,0.14,0.23
2018,62,Río Negro,70 a 79,Varón,4060,0.31,0.23,0.26
2018,62,Río Negro,80+,Mujer,1512,0.46,0.31,0.38
2018,62,Río Negro,80+,Varón,195,1.13,0.11,1.06
2018,66,Salta,20 a 29,Mujer,5211,0.47,0.05,0.45
2018,66,Salta,20 a 29,Varón,2428,0.63,0.02,0.62
2018,66,Salta,30 a 39,Mujer,8740,0.3,0.1,0.28
2018,66,Salta,30 a 39,Varón,2721,0.45,0.04,0.43
2018,66,Salta,40 a 49,Mujer,12081,0.31,0.18,0.28
2018,66,Salta,40 a 49,Varón,9625,0.24,0.13,0.24
2018,66,Salta,50 a 59,Mujer,11868,0.23,0.19,0.21
2018,66,Salta,50 a 59,Varón,6482,0.29,0.14,0.27
2018,66,Salta,60 a 69,Mujer,9038,0.29,0.22,0.26
2018,66,Salta,60 a 69,Varón,5531,0.32,0.15,0.3
2018,66,Salta,70 a 79,Mujer,5332,0.36,0.23,0.32
2018,66,Salta,70 a 79,Varón,2303,0.53,0.11,0.54
2018,66,Salta,80+,Mujer,1053,0.74,0.13,0.74
2018,66,Salta,80+,Varón,2623,0.58,0.39,0.46
2018,70,San Juan,20 a 29,Mujer,1390,0.71,0.03,0.74
2018,70,San Juan,20 a 29,Varón,2419,0.5,0.05,0.55
2018,70,San Juan,30 a 39,Mujer,2237,0.48,0.06,0.47
2018,70,San Juan,30 a 39,Varón,3947,0.51,0.08,0.5
2018,70,San Juan,40 a 49,Mujer,12670,0.23,0.28,0.22
2018,70,San Juan,40 a 49,Varón,3479,0.49,0.1,0.48
2018,70,San Juan,50 a 59,Mujer,6611,0.33,0.2,0.28
2018,70,San Juan,50 a 59,Varón,7445,0.31,0.32,0.25
2018,70,San Juan,60 a 69,Mujer,7954,0.28,0.28,0.27
2018,70,San Juan,60 a 69,Varón,5278,0.42,0.21,0.37
2018,70,San Juan,70 a 79,Mujer,7515,0.26,0.37,0.23
2018,70,San Juan,70 a 79,Varón,4882,0.37,0.49,0.24
2018,70,San Juan,80+,Mujer,466,0.82,0.08,0.91
2018,70,San Juan,80+,Varón,917,0.79,0.2,0.87
2018,74,San Luis,20 a 29,Mujer,5329,0.28,0.17,0.28
2018,74,San Luis,20 a 29,Varón,1873,0.63,0.05,0.66
2018,74,San Luis,30 a 39,Mujer,6223,0.27,0.16,0.26
2018,74,San Luis,30 a 39,Varón,1718,0.54,0.06,0.5
2018,74,San Luis,40 a 49,Mujer,5787,0.24,0.22,0.22
2018,74,San Luis,40 a 49,Varón,2994,0.49,0.12,0.49
2018,74,San Luis,50 a 59,Mujer,3312,0.31,0.13,0.3
2018,74,San Luis,50 a 59,Varón,2099,0.46,0.14,0.42
2018,74,San Luis,60 a 69,Mujer,3822,0.24,0.26,0.21
2018,74,San Luis,60 a 69,Varón,7390,0.22,0.41,0.18
2018,74,San Luis,70 a 79,Mujer,2343,0.39,0.25,0.31
2018,74,San Luis,70 a 79,Varón,5377,0.27,0.44,0.26
2018,74,San Luis,80+,Mujer,1365,0.39,0.28,0.34
2018,74,San Luis,80+,Varón,762,0.78,0.47,0.53
2018,78,Santa Cruz,20 a 29,Mujer,3507,0.39,0.11,0.39
2018,78,Santa Cruz,20 a 29,Varón,3390,0.44,0.12,0.45
2018,78,Santa Cruz,30 a 39,Mujer,2054,0.4,0.09,0.39
2018,78,Santa Cruz,30 a 39,Varón,782,0.65,0.03,0.62
2018,78,Santa Cruz,40 a 49,Mujer,5353,0.21,0.22,0.21
2018,78,Santa Cruz,40 a 49,Varón,594,0.76,0.03,0.76
2018,78,Santa Cruz,50 a 59,Mujer,1923,0.45,0.16,0.41
2018,78,Santa Cruz,50 a 59,Varón,2389,0.37,0.15,0.38
2018,78,Santa Cruz,60 a 69,Mujer,2662,0.42,0.27,0.36
2018,78,Santa Cruz,60 a 69,Varón,4759,0.27,0.34,0.25
2018,78,Santa Cruz,70 a 79,Mujer,985,0.47,0.3,0.33
2018,78,Santa Cruz,70 a 79,Varón,1995,0.5,0.82,0.24
2018,78,Santa Cruz,80+,Mujer,477,0.88,0.35,0.65
2018,78,Santa Cruz,80+,Varón,237,0.85,0.18,1.11
2018,82,Santa Fe,20 a 29,Mujer,29515,0.28,0.12,0.27
2018,82,Santa Fe,20 a 29,Varón,8401,0.46,0.04,0.48
2018,82,Santa Fe,30 a 39,Mujer,16647,0.27,0.07,0.28
2018,82,Santa Fe,30 a 39,Varón,9583,0.39,0.04,0.4
2018,82,Santa Fe,40 a 49,Mujer,18025,0.32,0.09,0.31
2018,82,Santa Fe,40 a 49,Varón,23668,0.26,0.14,0.26
2018,82,Santa Fe,50 a 59,Mujer,28689,0.24,0.2,0.23
2018,82,Santa Fe,50 a 59,Varón,29891,0.26,0.23,0.25
2018,82,Santa Fe,60 a 69,Mujer,35030,0.22,0.26,0.21
2018,82,Santa Fe,60 a 69,Varón,38430,0.28,0.28,0.26
2018,82,Santa Fe,70 a 79,Mujer,19074,0.35,0.22,0.3
2018,82,Santa Fe,70 a 79,Varón,15407,0.27,0.22,0.25
2018,82,Santa Fe,80+,Mujer,9637,0.49,0.19,0.44
2018,82,Santa Fe,80+,Varón,4888,0.61,0.15,0.56
2018,86,Santiago del Estero,20 a 29,Mujer,8382,0.37,0.14,0.36
2018,86,Santiago del Estero,20 a 29,Varón,0,NA,0,NA
2018,86,Santiago del Estero,30 a 39,Mujer,4167,0.36,0.1,0.37
2018,86,Santiago del Estero,30 a 39,Varón,3774,0.44,0.08,0.47
2018,86,Santiago del Estero,40 a 49,Mujer,10470,0.34,0.22,0.31
2018,86,Santiago del Estero,40 a 49,Varón,2993,0.45,0.09,0.44
2018,86,Santiago del Estero,50 a 59,Mujer,5275,0.42,0.21,0.42
2018,86,Santiago del Estero,50 a 59,Varón,9070,0.31,0.25,0.32
2018,86,Santiago del Estero,60 a 69,Mujer,4412,0.36,0.21,0.35
2018,86,Santiago del Estero,60 a 69,Varón,5935,0.34,0.35,0.32
2018,86,Santiago del Estero,70 a 79,Mujer,3395,0.47,0.17,0.44
2018,86,Santiago del Estero,70 a 79,Varón,1090,0.76,0.11,0.75
2018,86,Santiago del Estero,80+,Mujer,361,0.97,0.05,0.84
2018,86,Santiago del Estero,80+,Varón,1834,0.7,0.29,0.65
2018,90,Tucumán,20 a 29,Mujer,11672,0.29,0.1,0.27
2018,90,Tucumán,20 a 29,Varón,5062,0.45,0.05,0.45
2018,90,Tucumán,30 a 39,Mujer,16448,0.24,0.15,0.22
2018,90,Tucumán,30 a 39,Varón,2835,0.78,0.03,0.78
2018,90,Tucumán,40 a 49,Mujer,12001,0.3,0.16,0.29
2018,90,Tucumán,40 a 49,Varón,9220,0.41,0.12,0.39
2018,90,Tucumán,50 a 59,Mujer,8133,0.28,0.18,0.28
2018,90,Tucumán,50 a 59,Varón,17332,0.26,0.32,0.25
2018,90,Tucumán,60 a 69,Mujer,12938,0.23,0.23,0.25
2018,90,Tucumán,60 a 69,Varón,13721,0.34,0.23,0.31
2018,90,Tucumán,70 a 79,Mujer,7427,0.34,0.2,0.33
2018,90,Tucumán,70 a 79,Varón,1752,0.73,0.09,0.78
2018,90,Tucumán,80+,Mujer,500,1.06,0.04,1.06
2018,90,Tucumán,80+,Varón,340,1.15,0.03,1.27
2018,94,Tierra del Fuego,20 a 29,Mujer,326,0.72,0.04,0.72
2018,94,Tierra del Fuego,20 a 29,Varón,1022,0.6,0.08,0.69
2018,94,Tierra del Fuego,30 a 39,Mujer,1499,0.37,0.08,0.41
2018,94,Tierra del Fuego,30 a 39,Varón,1112,0.51,0.09,0.53
2018,94,Tierra del Fuego,40 a 49,Mujer,1893,0.42,0.19,0.43
2018,94,Tierra del Fuego,40 a 49,Varón,2623,0.24,0.24,0.31
2018,94,Tierra del Fuego,50 a 59,Mujer,2218,0.35,0.28,0.34
2018,94,Tierra del Fuego,50 a 59,Varón,2062,0.36,0.34,0.33
2018,94,Tierra del Fuego,60 a 69,Mujer,1561,0.51,0.28,0.49
2018,94,Tierra del Fuego,60 a 69,Varón,808,0.62,0.12,0.72
2018,94,Tierra del Fuego,70 a 79,Mujer,290,0.81,0.18,1.03
2018,94,Tierra del Fuego,70 a 79,Varón,1145,0.61,0.43,0.47
2018,94,Tierra del Fuego,80+,Mujer,0,NA,0,NA
2018,94,Tierra del Fuego,80+,Varón,122,1.34,0.26,1.47
