anio,anio_enfr,prov_id,prov_nombre,grupo_edad,grupo_edad_10,sexo,proy_pob
2010,2009,34,Formosa,80+,80+,Mujer,4395
2010,2009,34,Formosa,20 a 24,20 a 29,Mujer,22662
2010,2009,34,Formosa,25 a 29,20 a 29,Mujer,19825
2010,2009,34,Formosa,30 a 34,30 a 39,Mujer,19240
2010,2009,34,Formosa,35 a 39,30 a 39,Mujer,16890
2010,2009,34,Formosa,40 a 44,40 a 49,Mujer,15281
2010,2009,34,Formosa,45 a 49,40 a 49,Mujer,14004
2010,2009,34,Formosa,50 a 54,50 a 59,Mujer,12937
2010,2009,34,Formosa,55 a 59,50 a 59,Mujer,10887
2010,2009,34,Formosa,60 a 64,60 a 69,Mujer,8503
2010,2009,34,Formosa,65 a 69,60 a 69,Mujer,6726
2010,2009,34,Formosa,70 a 74,70 a 79,Mujer,5272
2010,2009,34,Formosa,75 a 79,70 a 79,Mujer,3832
2010,2009,34,Formosa,80+,80+,Varón,3182
2010,2009,34,Formosa,20 a 24,20 a 29,Varón,22066
2010,2009,34,Formosa,25 a 29,20 a 29,Varón,18677
2010,2009,34,Formosa,30 a 34,30 a 39,Varón,18044
2010,2009,34,Formosa,35 a 39,30 a 39,Varón,15819
2010,2009,34,Formosa,40 a 44,40 a 49,Varón,14641
2010,2009,34,Formosa,45 a 49,40 a 49,Varón,14093
2010,2009,34,Formosa,50 a 54,50 a 59,Varón,12769
2010,2009,34,Formosa,55 a 59,50 a 59,Varón,10984
2010,2009,34,Formosa,60 a 64,60 a 69,Varón,8488
2010,2009,34,Formosa,65 a 69,60 a 69,Varón,6517
2010,2009,34,Formosa,70 a 74,70 a 79,Varón,4933
2010,2009,34,Formosa,75 a 79,70 a 79,Varón,3344
2010,2009,38,Jujuy,80+,80+,Mujer,5755
2010,2009,38,Jujuy,20 a 24,20 a 29,Mujer,28580
2010,2009,38,Jujuy,25 a 29,20 a 29,Mujer,27218
2010,2009,38,Jujuy,30 a 34,30 a 39,Mujer,27103
2010,2009,38,Jujuy,35 a 39,30 a 39,Mujer,23173
2010,2009,38,Jujuy,40 a 44,40 a 49,Mujer,19220
2010,2009,38,Jujuy,45 a 49,40 a 49,Mujer,17442
2010,2009,38,Jujuy,50 a 54,50 a 59,Mujer,16061
2010,2009,38,Jujuy,55 a 59,50 a 59,Mujer,14244
2010,2009,38,Jujuy,60 a 64,60 a 69,Mujer,11770
2010,2009,38,Jujuy,65 a 69,60 a 69,Mujer,9134
2010,2009,38,Jujuy,70 a 74,70 a 79,Mujer,6983
2010,2009,38,Jujuy,75 a 79,70 a 79,Mujer,5166
2010,2009,38,Jujuy,80+,80+,Varón,3646
2010,2009,38,Jujuy,20 a 24,20 a 29,Varón,28189
2010,2009,38,Jujuy,25 a 29,20 a 29,Varón,26443
2010,2009,38,Jujuy,30 a 34,30 a 39,Varón,26298
2010,2009,38,Jujuy,35 a 39,30 a 39,Varón,22146
2010,2009,38,Jujuy,40 a 44,40 a 49,Varón,17942
2010,2009,38,Jujuy,45 a 49,40 a 49,Varón,16015
2010,2009,38,Jujuy,50 a 54,50 a 59,Varón,14511
2010,2009,38,Jujuy,55 a 59,50 a 59,Varón,13061
2010,2009,38,Jujuy,60 a 64,60 a 69,Varón,10601
2010,2009,38,Jujuy,65 a 69,60 a 69,Varón,8100
2010,2009,38,Jujuy,70 a 74,70 a 79,Varón,6011
2010,2009,38,Jujuy,75 a 79,70 a 79,Varón,4154
2010,2009,42,La Pampa,80+,80+,Mujer,5636
2010,2009,42,La Pampa,20 a 24,20 a 29,Mujer,12275
2010,2009,42,La Pampa,25 a 29,20 a 29,Mujer,11835
2010,2009,42,La Pampa,30 a 34,30 a 39,Mujer,11899
2010,2009,42,La Pampa,35 a 39,30 a 39,Mujer,10860
2010,2009,42,La Pampa,40 a 44,40 a 49,Mujer,9892
2010,2009,42,La Pampa,45 a 49,40 a 49,Mujer,9530
2010,2009,42,La Pampa,50 a 54,50 a 59,Mujer,8666
2010,2009,42,La Pampa,55 a 59,50 a 59,Mujer,7928
2010,2009,42,La Pampa,60 a 64,60 a 69,Mujer,7223
2010,2009,42,La Pampa,65 a 69,60 a 69,Mujer,6110
2010,2009,42,La Pampa,70 a 74,70 a 79,Mujer,5012
2010,2009,42,La Pampa,75 a 79,70 a 79,Mujer,3988
2010,2009,42,La Pampa,80+,80+,Varón,2983
2010,2009,42,La Pampa,20 a 24,20 a 29,Varón,12709
2010,2009,42,La Pampa,25 a 29,20 a 29,Varón,12017
2010,2009,42,La Pampa,30 a 34,30 a 39,Varón,11985
2010,2009,42,La Pampa,35 a 39,30 a 39,Varón,10705
2010,2009,42,La Pampa,40 a 44,40 a 49,Varón,9719
2010,2009,42,La Pampa,45 a 49,40 a 49,Varón,9499
2010,2009,42,La Pampa,50 a 54,50 a 59,Varón,8724
2010,2009,42,La Pampa,55 a 59,50 a 59,Varón,7997
2010,2009,42,La Pampa,60 a 64,60 a 69,Varón,7001
2010,2009,42,La Pampa,65 a 69,60 a 69,Varón,5708
2010,2009,42,La Pampa,70 a 74,70 a 79,Varón,4202
2010,2009,42,La Pampa,75 a 79,70 a 79,Varón,3017
2010,2009,46,La Rioja,80+,80+,Mujer,3380
2010,2009,46,La Rioja,20 a 24,20 a 29,Mujer,15396
2010,2009,46,La Rioja,25 a 29,20 a 29,Mujer,13927
2010,2009,46,La Rioja,30 a 34,30 a 39,Mujer,13778
2010,2009,46,La Rioja,35 a 39,30 a 39,Mujer,11438
2010,2009,46,La Rioja,40 a 44,40 a 49,Mujer,9565
2010,2009,46,La Rioja,45 a 49,40 a 49,Mujer,8845
2010,2009,46,La Rioja,50 a 54,50 a 59,Mujer,7848
2010,2009,46,La Rioja,55 a 59,50 a 59,Mujer,6940
2010,2009,46,La Rioja,60 a 64,60 a 69,Mujer,5602
2010,2009,46,La Rioja,65 a 69,60 a 69,Mujer,4296
2010,2009,46,La Rioja,70 a 74,70 a 79,Mujer,3428
2010,2009,46,La Rioja,75 a 79,70 a 79,Mujer,2666
2010,2009,46,La Rioja,80+,80+,Varón,1961
2010,2009,46,La Rioja,20 a 24,20 a 29,Varón,15233
2010,2009,46,La Rioja,25 a 29,20 a 29,Varón,13844
2010,2009,46,La Rioja,30 a 34,30 a 39,Varón,13535
2010,2009,46,La Rioja,35 a 39,30 a 39,Varón,11235
2010,2009,46,La Rioja,40 a 44,40 a 49,Varón,9507
2010,2009,46,La Rioja,45 a 49,40 a 49,Varón,8858
2010,2009,46,La Rioja,50 a 54,50 a 59,Varón,7973
2010,2009,46,La Rioja,55 a 59,50 a 59,Varón,7019
2010,2009,46,La Rioja,60 a 64,60 a 69,Varón,5531
2010,2009,46,La Rioja,65 a 69,60 a 69,Varón,4058
2010,2009,46,La Rioja,70 a 74,70 a 79,Varón,2793
2010,2009,46,La Rioja,75 a 79,70 a 79,Varón,1988
2010,2009,50,Mendoza,80+,80+,Mujer,26795
2010,2009,50,Mendoza,20 a 24,20 a 29,Mujer,74634
2010,2009,50,Mendoza,25 a 29,20 a 29,Mujer,68614
2010,2009,50,Mendoza,30 a 34,30 a 39,Mujer,66688
2010,2009,50,Mendoza,35 a 39,30 a 39,Mujer,58722
2010,2009,50,Mendoza,40 a 44,40 a 49,Mujer,50641
2010,2009,50,Mendoza,45 a 49,40 a 49,Mujer,47710
2010,2009,50,Mendoza,50 a 54,50 a 59,Mujer,45616
2010,2009,50,Mendoza,55 a 59,50 a 59,Mujer,43908
2010,2009,50,Mendoza,60 a 64,60 a 69,Mujer,39318
2010,2009,50,Mendoza,65 a 69,60 a 69,Mujer,32053
2010,2009,50,Mendoza,70 a 74,70 a 79,Mujer,25403
2010,2009,50,Mendoza,75 a 79,70 a 79,Mujer,20597
2010,2009,50,Mendoza,80+,80+,Varón,14861
2010,2009,50,Mendoza,20 a 24,20 a 29,Varón,75959
2010,2009,50,Mendoza,25 a 29,20 a 29,Varón,69161
2010,2009,50,Mendoza,30 a 34,30 a 39,Varón,65347
2010,2009,50,Mendoza,35 a 39,30 a 39,Varón,56270
2010,2009,50,Mendoza,40 a 44,40 a 49,Varón,47655
2010,2009,50,Mendoza,45 a 49,40 a 49,Varón,44110
2010,2009,50,Mendoza,50 a 54,50 a 59,Varón,41781
2010,2009,50,Mendoza,55 a 59,50 a 59,Varón,39383
2010,2009,50,Mendoza,60 a 64,60 a 69,Varón,34473
2010,2009,50,Mendoza,65 a 69,60 a 69,Varón,26982
2010,2009,50,Mendoza,70 a 74,70 a 79,Varón,19972
2010,2009,50,Mendoza,75 a 79,70 a 79,Varón,14705
2010,2009,54,Misiones,80+,80+,Mujer,7965
2010,2009,54,Misiones,20 a 24,20 a 29,Mujer,47602
2010,2009,54,Misiones,25 a 29,20 a 29,Mujer,41976
2010,2009,54,Misiones,30 a 34,30 a 39,Mujer,39332
2010,2009,54,Misiones,35 a 39,30 a 39,Mujer,33867
2010,2009,54,Misiones,40 a 44,40 a 49,Mujer,29813
2010,2009,54,Misiones,45 a 49,40 a 49,Mujer,28037
2010,2009,54,Misiones,50 a 54,50 a 59,Mujer,24634
2010,2009,54,Misiones,55 a 59,50 a 59,Mujer,20437
2010,2009,54,Misiones,60 a 64,60 a 69,Mujer,15965
2010,2009,54,Misiones,65 a 69,60 a 69,Mujer,12375
2010,2009,54,Misiones,70 a 74,70 a 79,Mujer,9829
2010,2009,54,Misiones,75 a 79,70 a 79,Mujer,7278
2010,2009,54,Misiones,80+,80+,Varón,5466
2010,2009,54,Misiones,20 a 24,20 a 29,Varón,46576
2010,2009,54,Misiones,25 a 29,20 a 29,Varón,40583
2010,2009,54,Misiones,30 a 34,30 a 39,Varón,38075
2010,2009,54,Misiones,35 a 39,30 a 39,Varón,32837
2010,2009,54,Misiones,40 a 44,40 a 49,Varón,28980
2010,2009,54,Misiones,45 a 49,40 a 49,Varón,28019
2010,2009,54,Misiones,50 a 54,50 a 59,Varón,25147
2010,2009,54,Misiones,55 a 59,50 a 59,Varón,20976
2010,2009,54,Misiones,60 a 64,60 a 69,Varón,16032
2010,2009,54,Misiones,65 a 69,60 a 69,Varón,12022
2010,2009,54,Misiones,70 a 74,70 a 79,Varón,8902
2010,2009,54,Misiones,75 a 79,70 a 79,Varón,5988
2010,2009,58,Neuquén,80+,80+,Mujer,4648
2010,2009,58,Neuquén,20 a 24,20 a 29,Mujer,23866
2010,2009,58,Neuquén,25 a 29,20 a 29,Mujer,23455
2010,2009,58,Neuquén,30 a 34,30 a 39,Mujer,23875
2010,2009,58,Neuquén,35 a 39,30 a 39,Mujer,21166
2010,2009,58,Neuquén,40 a 44,40 a 49,Mujer,18186
2010,2009,58,Neuquén,45 a 49,40 a 49,Mujer,16661
2010,2009,58,Neuquén,50 a 54,50 a 59,Mujer,14482
2010,2009,58,Neuquén,55 a 59,50 a 59,Mujer,12195
2010,2009,58,Neuquén,60 a 64,60 a 69,Mujer,9631
2010,2009,58,Neuquén,65 a 69,60 a 69,Mujer,7025
2010,2009,58,Neuquén,70 a 74,70 a 79,Mujer,5186
2010,2009,58,Neuquén,75 a 79,70 a 79,Mujer,3816
2010,2009,58,Neuquén,80+,80+,Varón,2663
2010,2009,58,Neuquén,20 a 24,20 a 29,Varón,24515
2010,2009,58,Neuquén,25 a 29,20 a 29,Varón,23213
2010,2009,58,Neuquén,30 a 34,30 a 39,Varón,23343
2010,2009,58,Neuquén,35 a 39,30 a 39,Varón,20596
2010,2009,58,Neuquén,40 a 44,40 a 49,Varón,17436
2010,2009,58,Neuquén,45 a 49,40 a 49,Varón,15864
2010,2009,58,Neuquén,50 a 54,50 a 59,Varón,14066
2010,2009,58,Neuquén,55 a 59,50 a 59,Varón,11923
2010,2009,58,Neuquén,60 a 64,60 a 69,Varón,9340
2010,2009,58,Neuquén,65 a 69,60 a 69,Varón,6597
2010,2009,58,Neuquén,70 a 74,70 a 79,Varón,4476
2010,2009,58,Neuquén,75 a 79,70 a 79,Varón,2895
2010,2009,62,Río Negro,80+,80+,Mujer,7326
2010,2009,62,Río Negro,20 a 24,20 a 29,Mujer,25729
2010,2009,62,Río Negro,25 a 29,20 a 29,Mujer,25138
2010,2009,62,Río Negro,30 a 34,30 a 39,Mujer,25590
2010,2009,62,Río Negro,35 a 39,30 a 39,Mujer,22681
2010,2009,62,Río Negro,40 a 44,40 a 49,Mujer,19952
2010,2009,62,Río Negro,45 a 49,40 a 49,Mujer,18768
2010,2009,62,Río Negro,50 a 54,50 a 59,Mujer,16863
2010,2009,62,Río Negro,55 a 59,50 a 59,Mujer,14820
2010,2009,62,Río Negro,60 a 64,60 a 69,Mujer,12516
2010,2009,62,Río Negro,65 a 69,60 a 69,Mujer,9783
2010,2009,62,Río Negro,70 a 74,70 a 79,Mujer,7441
2010,2009,62,Río Negro,75 a 79,70 a 79,Mujer,5708
2010,2009,62,Río Negro,80+,80+,Varón,4361
2010,2009,62,Río Negro,20 a 24,20 a 29,Varón,26465
2010,2009,62,Río Negro,25 a 29,20 a 29,Varón,25193
2010,2009,62,Río Negro,30 a 34,30 a 39,Varón,24917
2010,2009,62,Río Negro,35 a 39,30 a 39,Varón,22159
2010,2009,62,Río Negro,40 a 44,40 a 49,Varón,19326
2010,2009,62,Río Negro,45 a 49,40 a 49,Varón,18110
2010,2009,62,Río Negro,50 a 54,50 a 59,Varón,16395
2010,2009,62,Río Negro,55 a 59,50 a 59,Varón,14518
2010,2009,62,Río Negro,60 a 64,60 a 69,Varón,12167
2010,2009,62,Río Negro,65 a 69,60 a 69,Varón,9159
2010,2009,62,Río Negro,70 a 74,70 a 79,Varón,6554
2010,2009,62,Río Negro,75 a 79,70 a 79,Varón,4502
2010,2009,66,Salta,80+,80+,Mujer,10795
2010,2009,66,Salta,20 a 24,20 a 29,Mujer,52827
2010,2009,66,Salta,25 a 29,20 a 29,Mujer,48278
2010,2009,66,Salta,30 a 34,30 a 39,Mujer,46497
2010,2009,66,Salta,35 a 39,30 a 39,Mujer,39959
2010,2009,66,Salta,40 a 44,40 a 49,Mujer,33619
2010,2009,66,Salta,45 a 49,40 a 49,Mujer,30202
2010,2009,66,Salta,50 a 54,50 a 59,Mujer,27088
2010,2009,66,Salta,55 a 59,50 a 59,Mujer,24053
2010,2009,66,Salta,60 a 64,60 a 69,Mujer,19909
2010,2009,66,Salta,65 a 69,60 a 69,Mujer,15434
2010,2009,66,Salta,70 a 74,70 a 79,Mujer,11980
2010,2009,66,Salta,75 a 79,70 a 79,Mujer,9155
2010,2009,66,Salta,80+,80+,Varón,6793
2010,2009,66,Salta,20 a 24,20 a 29,Varón,52103
2010,2009,66,Salta,25 a 29,20 a 29,Varón,46417
2010,2009,66,Salta,30 a 34,30 a 39,Varón,44096
2010,2009,66,Salta,35 a 39,30 a 39,Varón,37727
2010,2009,66,Salta,40 a 44,40 a 49,Varón,32052
2010,2009,66,Salta,45 a 49,40 a 49,Varón,29026
2010,2009,66,Salta,50 a 54,50 a 59,Varón,25723
2010,2009,66,Salta,55 a 59,50 a 59,Varón,22580
2010,2009,66,Salta,60 a 64,60 a 69,Varón,18287
2010,2009,66,Salta,65 a 69,60 a 69,Varón,14016
2010,2009,66,Salta,70 a 74,70 a 79,Varón,10462
2010,2009,66,Salta,75 a 79,70 a 79,Varón,7382
2010,2009,70,San Juan,80+,80+,Mujer,7860
2010,2009,70,San Juan,20 a 24,20 a 29,Mujer,27803
2010,2009,70,San Juan,25 a 29,20 a 29,Mujer,26169
2010,2009,70,San Juan,30 a 34,30 a 39,Mujer,25612
2010,2009,70,San Juan,35 a 39,30 a 39,Mujer,23094
2010,2009,70,San Juan,40 a 44,40 a 49,Mujer,19546
2010,2009,70,San Juan,45 a 49,40 a 49,Mujer,18185
2010,2009,70,San Juan,50 a 54,50 a 59,Mujer,17291
2010,2009,70,San Juan,55 a 59,50 a 59,Mujer,16329
2010,2009,70,San Juan,60 a 64,60 a 69,Mujer,14407
2010,2009,70,San Juan,65 a 69,60 a 69,Mujer,11545
2010,2009,70,San Juan,70 a 74,70 a 79,Mujer,8699
2010,2009,70,San Juan,75 a 79,70 a 79,Mujer,6691
2010,2009,70,San Juan,80+,80+,Varón,4512
2010,2009,70,San Juan,20 a 24,20 a 29,Varón,28599
2010,2009,70,San Juan,25 a 29,20 a 29,Varón,26426
2010,2009,70,San Juan,30 a 34,30 a 39,Varón,25663
2010,2009,70,San Juan,35 a 39,30 a 39,Varón,22494
2010,2009,70,San Juan,40 a 44,40 a 49,Varón,18564
2010,2009,70,San Juan,45 a 49,40 a 49,Varón,16890
2010,2009,70,San Juan,50 a 54,50 a 59,Varón,15530
2010,2009,70,San Juan,55 a 59,50 a 59,Varón,14534
2010,2009,70,San Juan,60 a 64,60 a 69,Varón,12586
2010,2009,70,San Juan,65 a 69,60 a 69,Varón,9676
2010,2009,70,San Juan,70 a 74,70 a 79,Varón,6710
2010,2009,70,San Juan,75 a 79,70 a 79,Varón,4800
2010,2009,74,San Luis,80+,80+,Mujer,5366
2010,2009,74,San Luis,20 a 24,20 a 29,Mujer,17510
2010,2009,74,San Luis,25 a 29,20 a 29,Mujer,16955
2010,2009,74,San Luis,30 a 34,30 a 39,Mujer,17206
2010,2009,74,San Luis,35 a 39,30 a 39,Mujer,14823
2010,2009,74,San Luis,40 a 44,40 a 49,Mujer,12867
2010,2009,74,San Luis,45 a 49,40 a 49,Mujer,11996
2010,2009,74,San Luis,50 a 54,50 a 59,Mujer,10991
2010,2009,74,San Luis,55 a 59,50 a 59,Mujer,9999
2010,2009,74,San Luis,60 a 64,60 a 69,Mujer,8686
2010,2009,74,San Luis,65 a 69,60 a 69,Mujer,7089
2010,2009,74,San Luis,70 a 74,70 a 79,Mujer,5361
2010,2009,74,San Luis,75 a 79,70 a 79,Mujer,4146
2010,2009,74,San Luis,80+,80+,Varón,2829
2010,2009,74,San Luis,20 a 24,20 a 29,Varón,17490
2010,2009,74,San Luis,25 a 29,20 a 29,Varón,16581
2010,2009,74,San Luis,30 a 34,30 a 39,Varón,16967
2010,2009,74,San Luis,35 a 39,30 a 39,Varón,14825
2010,2009,74,San Luis,40 a 44,40 a 49,Varón,12993
2010,2009,74,San Luis,45 a 49,40 a 49,Varón,11983
2010,2009,74,San Luis,50 a 54,50 a 59,Varón,10792
2010,2009,74,San Luis,55 a 59,50 a 59,Varón,9720
2010,2009,74,San Luis,60 a 64,60 a 69,Varón,8248
2010,2009,74,San Luis,65 a 69,60 a 69,Varón,6342
2010,2009,74,San Luis,70 a 74,70 a 79,Varón,4428
2010,2009,74,San Luis,75 a 79,70 a 79,Varón,3125
2010,2009,78,Santa Cruz,80+,80+,Mujer,1495
2010,2009,78,Santa Cruz,20 a 24,20 a 29,Mujer,11255
2010,2009,78,Santa Cruz,25 a 29,20 a 29,Mujer,11885
2010,2009,78,Santa Cruz,30 a 34,30 a 39,Mujer,11848
2010,2009,78,Santa Cruz,35 a 39,30 a 39,Mujer,9799
2010,2009,78,Santa Cruz,40 a 44,40 a 49,Mujer,8053
2010,2009,78,Santa Cruz,45 a 49,40 a 49,Mujer,7244
2010,2009,78,Santa Cruz,50 a 54,50 a 59,Mujer,6095
2010,2009,78,Santa Cruz,55 a 59,50 a 59,Mujer,4900
2010,2009,78,Santa Cruz,60 a 64,60 a 69,Mujer,3756
2010,2009,78,Santa Cruz,65 a 69,60 a 69,Mujer,2844
2010,2009,78,Santa Cruz,70 a 74,70 a 79,Mujer,2049
2010,2009,78,Santa Cruz,75 a 79,70 a 79,Mujer,1463
2010,2009,78,Santa Cruz,80+,80+,Varón,984
2010,2009,78,Santa Cruz,20 a 24,20 a 29,Varón,12416
2010,2009,78,Santa Cruz,25 a 29,20 a 29,Varón,13062
2010,2009,78,Santa Cruz,30 a 34,30 a 39,Varón,12985
2010,2009,78,Santa Cruz,35 a 39,30 a 39,Varón,10603
2010,2009,78,Santa Cruz,40 a 44,40 a 49,Varón,8657
2010,2009,78,Santa Cruz,45 a 49,40 a 49,Varón,7945
2010,2009,78,Santa Cruz,50 a 54,50 a 59,Varón,6795
2010,2009,78,Santa Cruz,55 a 59,50 a 59,Varón,5336
2010,2009,78,Santa Cruz,60 a 64,60 a 69,Varón,3829
2010,2009,78,Santa Cruz,65 a 69,60 a 69,Varón,2629
2010,2009,78,Santa Cruz,70 a 74,70 a 79,Varón,1870
2010,2009,78,Santa Cruz,75 a 79,70 a 79,Varón,1191
2010,2009,82,Santa Fe,80+,80+,Mujer,67309
2010,2009,82,Santa Fe,20 a 24,20 a 29,Mujer,135228
2010,2009,82,Santa Fe,25 a 29,20 a 29,Mujer,131404
2010,2009,82,Santa Fe,30 a 34,30 a 39,Mujer,127131
2010,2009,82,Santa Fe,35 a 39,30 a 39,Mujer,106784
2010,2009,82,Santa Fe,40 a 44,40 a 49,Mujer,94373
2010,2009,82,Santa Fe,45 a 49,40 a 49,Mujer,92785
2010,2009,82,Santa Fe,50 a 54,50 a 59,Mujer,88072
2010,2009,82,Santa Fe,55 a 59,50 a 59,Mujer,82277
2010,2009,82,Santa Fe,60 a 64,60 a 69,Mujer,74102
2010,2009,82,Santa Fe,65 a 69,60 a 69,Mujer,62846
2010,2009,82,Santa Fe,70 a 74,70 a 79,Mujer,54369
2010,2009,82,Santa Fe,75 a 79,70 a 79,Mujer,46489
2010,2009,82,Santa Fe,80+,80+,Varón,30934
2010,2009,82,Santa Fe,20 a 24,20 a 29,Varón,135868
2010,2009,82,Santa Fe,25 a 29,20 a 29,Varón,131552
2010,2009,82,Santa Fe,30 a 34,30 a 39,Varón,125448
2010,2009,82,Santa Fe,35 a 39,30 a 39,Varón,104200
2010,2009,82,Santa Fe,40 a 44,40 a 49,Varón,91312
2010,2009,82,Santa Fe,45 a 49,40 a 49,Varón,88330
2010,2009,82,Santa Fe,50 a 54,50 a 59,Varón,82833
2010,2009,82,Santa Fe,55 a 59,50 a 59,Varón,75919
2010,2009,82,Santa Fe,60 a 64,60 a 69,Varón,64976
2010,2009,82,Santa Fe,65 a 69,60 a 69,Varón,51678
2010,2009,82,Santa Fe,70 a 74,70 a 79,Varón,40250
2010,2009,82,Santa Fe,75 a 79,70 a 79,Varón,29661
2010,2009,86,Santiago del Estero,80+,80+,Mujer,9462
2010,2009,86,Santiago del Estero,20 a 24,20 a 29,Mujer,36039
2010,2009,86,Santiago del Estero,25 a 29,20 a 29,Mujer,33652
2010,2009,86,Santiago del Estero,30 a 34,30 a 39,Mujer,32713
2010,2009,86,Santiago del Estero,35 a 39,30 a 39,Mujer,27236
2010,2009,86,Santiago del Estero,40 a 44,40 a 49,Mujer,22255
2010,2009,86,Santiago del Estero,45 a 49,40 a 49,Mujer,20371
2010,2009,86,Santiago del Estero,50 a 54,50 a 59,Mujer,19147
2010,2009,86,Santiago del Estero,55 a 59,50 a 59,Mujer,17131
2010,2009,86,Santiago del Estero,60 a 64,60 a 69,Mujer,14221
2010,2009,86,Santiago del Estero,65 a 69,60 a 69,Mujer,11560
2010,2009,86,Santiago del Estero,70 a 74,70 a 79,Mujer,9447
2010,2009,86,Santiago del Estero,75 a 79,70 a 79,Mujer,7322
2010,2009,86,Santiago del Estero,80+,80+,Varón,5468
2010,2009,86,Santiago del Estero,20 a 24,20 a 29,Varón,35768
2010,2009,86,Santiago del Estero,25 a 29,20 a 29,Varón,32587
2010,2009,86,Santiago del Estero,30 a 34,30 a 39,Varón,31550
2010,2009,86,Santiago del Estero,35 a 39,30 a 39,Varón,26810
2010,2009,86,Santiago del Estero,40 a 44,40 a 49,Varón,22630
2010,2009,86,Santiago del Estero,45 a 49,40 a 49,Varón,20669
2010,2009,86,Santiago del Estero,50 a 54,50 a 59,Varón,19275
2010,2009,86,Santiago del Estero,55 a 59,50 a 59,Varón,17632
2010,2009,86,Santiago del Estero,60 a 64,60 a 69,Varón,14217
2010,2009,86,Santiago del Estero,65 a 69,60 a 69,Varón,10823
2010,2009,86,Santiago del Estero,70 a 74,70 a 79,Varón,8010
2010,2009,86,Santiago del Estero,75 a 79,70 a 79,Varón,5538
2010,2009,90,Tucumán,80+,80+,Mujer,16936
2010,2009,90,Tucumán,20 a 24,20 a 29,Mujer,64145
2010,2009,90,Tucumán,25 a 29,20 a 29,Mujer,59743
2010,2009,90,Tucumán,30 a 34,30 a 39,Mujer,58606
2010,2009,90,Tucumán,35 a 39,30 a 39,Mujer,47632
2010,2009,90,Tucumán,40 a 44,40 a 49,Mujer,39744
2010,2009,90,Tucumán,45 a 49,40 a 49,Mujer,38087
2010,2009,90,Tucumán,50 a 54,50 a 59,Mujer,37567
2010,2009,90,Tucumán,55 a 59,50 a 59,Mujer,34092
2010,2009,90,Tucumán,60 a 64,60 a 69,Mujer,27793
2010,2009,90,Tucumán,65 a 69,60 a 69,Mujer,21092
2010,2009,90,Tucumán,70 a 74,70 a 79,Mujer,16786
2010,2009,90,Tucumán,75 a 79,70 a 79,Mujer,13914
2010,2009,90,Tucumán,80+,80+,Varón,9437
2010,2009,90,Tucumán,20 a 24,20 a 29,Varón,63837
2010,2009,90,Tucumán,25 a 29,20 a 29,Varón,58760
2010,2009,90,Tucumán,30 a 34,30 a 39,Varón,57210
2010,2009,90,Tucumán,35 a 39,30 a 39,Varón,45885
2010,2009,90,Tucumán,40 a 44,40 a 49,Varón,37992
2010,2009,90,Tucumán,45 a 49,40 a 49,Varón,35635
2010,2009,90,Tucumán,50 a 54,50 a 59,Varón,34879
2010,2009,90,Tucumán,55 a 59,50 a 59,Varón,32454
2010,2009,90,Tucumán,60 a 64,60 a 69,Varón,25794
2010,2009,90,Tucumán,65 a 69,60 a 69,Varón,18363
2010,2009,90,Tucumán,70 a 74,70 a 79,Varón,13076
2010,2009,90,Tucumán,75 a 79,70 a 79,Varón,9580
2010,2009,94,Tierra del Fuego,80+,80+,Mujer,532
2010,2009,94,Tierra del Fuego,20 a 24,20 a 29,Mujer,5334
2010,2009,94,Tierra del Fuego,25 a 29,20 a 29,Mujer,5613
2010,2009,94,Tierra del Fuego,30 a 34,30 a 39,Mujer,5685
2010,2009,94,Tierra del Fuego,35 a 39,30 a 39,Mujer,4899
2010,2009,94,Tierra del Fuego,40 a 44,40 a 49,Mujer,4322
2010,2009,94,Tierra del Fuego,45 a 49,40 a 49,Mujer,4343
2010,2009,94,Tierra del Fuego,50 a 54,50 a 59,Mujer,3463
2010,2009,94,Tierra del Fuego,55 a 59,50 a 59,Mujer,2447
2010,2009,94,Tierra del Fuego,60 a 64,60 a 69,Mujer,1631
2010,2009,94,Tierra del Fuego,65 a 69,60 a 69,Mujer,1046
2010,2009,94,Tierra del Fuego,70 a 74,70 a 79,Mujer,713
2010,2009,94,Tierra del Fuego,75 a 79,70 a 79,Mujer,480
2010,2009,94,Tierra del Fuego,80+,80+,Varón,268
2010,2009,94,Tierra del Fuego,20 a 24,20 a 29,Varón,5718
2010,2009,94,Tierra del Fuego,25 a 29,20 a 29,Varón,5861
2010,2009,94,Tierra del Fuego,30 a 34,30 a 39,Varón,5951
2010,2009,94,Tierra del Fuego,35 a 39,30 a 39,Varón,5032
2010,2009,94,Tierra del Fuego,40 a 44,40 a 49,Varón,4384
2010,2009,94,Tierra del Fuego,45 a 49,40 a 49,Varón,4548
2010,2009,94,Tierra del Fuego,50 a 54,50 a 59,Varón,3888
2010,2009,94,Tierra del Fuego,55 a 59,50 a 59,Varón,2689
2010,2009,94,Tierra del Fuego,60 a 64,60 a 69,Varón,1742
2010,2009,94,Tierra del Fuego,65 a 69,60 a 69,Varón,1024
2010,2009,94,Tierra del Fuego,70 a 74,70 a 79,Varón,631
2010,2009,94,Tierra del Fuego,75 a 79,70 a 79,Varón,358
2013,2013,2,CABA,80+,80+,Mujer,101073
2013,2013,2,CABA,20 a 24,20 a 29,Mujer,107904
2013,2013,2,CABA,25 a 29,20 a 29,Mujer,123291
