anio_enfr,anio,prov_id,prov_nombre,grupo_edad_5,grupo_edad_10,sexo,proy_pob
2005,2005,62,Río Negro,35-39 años,30-39 años,Varón,18743
2005,2005,62,Río Negro,40-44 años,40-49 años,Mujer,18699
2005,2005,62,Río Negro,40-44 años,40-49 años,Varón,18192
2005,2005,62,Río Negro,45-49 años,40-49 años,Mujer,17041
2005,2005,62,Río Negro,45-49 años,40-49 años,Varón,16476
2005,2005,62,Río Negro,50-54 años,50-59 años,Mujer,15101
2005,2005,62,Río Negro,50-54 años,50-59 años,Varón,14937
2005,2005,62,Río Negro,55-59 años,50-59 años,Mujer,12532
2005,2005,62,Río Negro,55-59 años,50-59 años,Varón,12629
2005,2005,62,Río Negro,60-64 años,60-69 años,Mujer,10185
2005,2005,62,Río Negro,60-64 años,60-69 años,Varón,10199
2005,2005,62,Río Negro,65-69 años,60-69 años,Mujer,8388
2005,2005,62,Río Negro,65-69 años,60-69 años,Varón,8050
2005,2005,62,Río Negro,70-74 años,70-79 años,Mujer,6750
2005,2005,62,Río Negro,70-74 años,70-79 años,Varón,5798
2005,2005,62,Río Negro,75-79 años,70-79 años,Mujer,5005
