anio_enfr,codprov_censo,prov_nombre,region_deis,grupo_edad10,sexo,defun_n,defun_mean,lx,Tx,ex,AVP
2005,62,Río Negro,Patagonia Norte,80+,Mujer,40,13.333333333333334,97889.69055,2704000.1218,27.622930531370443,368.3057404182726
2005,62,Río Negro,Patagonia Norte,80+,Varón,22,7.333333333333333,96298.78607,2266735.9454,23.538572373615384,172.6161974065128
2005,66,Salta,NOA1,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2005,66,Salta,NOA1,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2005,66,Salta,NOA1,40 a 49,Mujer,3,1,97340.83661,4492775.462499999,46.15509398692027,46.15509398692027
2005,66,Salta,NOA1,40 a 49,Varón,11,3.6666666666666665,95386.37498,3914498.4263,41.03833935528808,150.47391096938964
2005,66,Salta,NOA1,50 a 59,Mujer,17,5.666666666666667,95441.65065,4007943.3663,41.99365097946365,237.9640222169607
2005,66,Salta,NOA1,50 a 59,Varón,29,9.666666666666666,92417.20236,3440462.4833,37.227511712571605,359.86594655485885
2005,66,Salta,NOA1,60 a 69,Mujer,40,13.333333333333334,91170.49198,3534888.1766999997,38.772283662519285,516.9637821669238
2005,66,Salta,NOA1,60 a 69,Varón,47,15.666666666666666,85071.85545,2985441.5738,35.09317573959179,549.7930865869381
2005,66,Salta,NOA1,70 a 79,Mujer,48,16,81312.23623,3089197.6009,37.991792430377735,607.8686788860438
2005,66,Salta,NOA1,70 a 79,Varón,45,15,68546.20957,2577191.6172,37.59787205400685,563.9680808101027
2005,66,Salta,NOA1,80+,Mujer,51,17,97889.69055,2704000.1218,27.622930531370443,469.58981903329754
2005,66,Salta,NOA1,80+,Varón,33,11,96298.78607,2266735.9454,23.538572373615384,258.9242961097692
2005,70,San Juan,Cuyo,30 a 39,Mujer,3,1,98257.61885,4983143.736,50.71508748453657,50.71508748453657
2005,70,San Juan,Cuyo,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2005,70,San Juan,Cuyo,40 a 49,Mujer,8,2.6666666666666665,97340.83661,4492775.462499999,46.15509398692027,123.08025063178738
2005,70,San Juan,Cuyo,40 a 49,Varón,8,2.6666666666666665,95386.37498,3914498.4263,41.03833935528808,109.43557161410155
2005,70,San Juan,Cuyo,50 a 59,Mujer,40,13.333333333333334,95441.65065,4007943.3663,41.99365097946365,559.9153463928487
2005,70,San Juan,Cuyo,50 a 59,Varón,50,16.666666666666668,92417.20236,3440462.4833,37.227511712571605,620.4585285428601
2005,70,San Juan,Cuyo,60 a 69,Mujer,97,32.333333333333336,91170.49198,3534888.1766999997,38.772283662519285,1253.6371717547904
2005,70,San Juan,Cuyo,60 a 69,Varón,119,39.666666666666664,85071.85545,2985441.5738,35.09317573959179,1392.029304337141
2005,70,San Juan,Cuyo,70 a 79,Mujer,162,54,81312.23623,3089197.6009,37.991792430377735,2051.5567912403976
