anio_enfr,region_deis,grupo_edad10,sexo,defun_n,defun_mean,lx,nLx,ndx,nMx,nqx,Tx,ex,AVP
2013,Patagonia Sur,70 a 79,Varón,81,9,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,338.38084848606167
2013,Patagonia Sur,80+,Mujer,86,9.555555555555555,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,263.952447299762
2013,Patagonia Sur,80+,Varón,58,6.444444444444445,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,151.69302196329915
2018,Centro,30 a 39,Mujer,52,3.466666666666667,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,175.81230327972676
2018,Centro,30 a 39,Varón,74,4.933333333333334,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,223.67067402266025
2018,Centro,40 a 49,Mujer,199,13.266666666666667,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,612.3242468931423
2018,Centro,40 a 49,Varón,239,15.933333333333334,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,653.8775403942568
2018,Centro,50 a 59,Mujer,489,32.6,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,1368.9930219305152
2018,Centro,50 a 59,Varón,834,55.6,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,2069.8496512189813
2018,Centro,60 a 69,Mujer,1110,74,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,2869.148991026427
2018,Centro,60 a 69,Varón,2006,133.73333333333332,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,4693.127368908075
2018,Centro,70 a 79,Mujer,1799,119.93333333333334,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,4556.482305483303
2018,Centro,70 a 79,Varón,2501,166.73333333333332,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,6268.8185338047415
2018,Centro,80+,Mujer,2785,185.66666666666666,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,5128.657435324445
2018,Centro,80+,Varón,1940,129.33333333333334,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,3044.32202698759
2018,Cuyo,30 a 39,Mujer,6,0.5,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,25.357543742268284
2018,Cuyo,30 a 39,Varón,13,1.0833333333333333,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,49.1168709847058
2018,Cuyo,40 a 49,Mujer,26,2.1666666666666665,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,100.00270363832725
2018,Cuyo,40 a 49,Varón,50,4.166666666666667,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,170.99308064703368
2018,Cuyo,50 a 59,Mujer,105,8.75,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,367.444446070307
2018,Cuyo,50 a 59,Varón,139,11.583333333333334,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,431.2186773372878
2018,Cuyo,60 a 69,Mujer,266,22.166666666666668,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,859.4522878525108
2018,Cuyo,60 a 69,Varón,372,31,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,1087.8884479273456
2018,Cuyo,70 a 79,Mujer,439,36.583333333333336,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1389.8664064113188
2018,Cuyo,70 a 79,Varón,511,42.583333333333336,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1601.0427182997917
2018,Cuyo,80+,Mujer,587,48.916666666666664,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,1351.2216851595374
2018,Cuyo,80+,Varón,407,33.916666666666664,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,798.3499130051217
2018,NEA,30 a 39,Mujer,28,2.3333333333333335,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,118.33520413058534
2018,NEA,30 a 39,Varón,29,2.4166666666666665,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,109.5684045043437
2018,NEA,40 a 49,Mujer,66,5.5,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,253.8530169280615
2018,NEA,40 a 49,Varón,95,7.916666666666667,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,324.88685322936396
2018,NEA,50 a 59,Mujer,209,17.416666666666668,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,731.3894212256587
2018,NEA,50 a 59,Varón,297,24.75,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,921.3809148861473
2018,NEA,60 a 69,Mujer,431,35.916666666666664,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,1392.571188212151
2018,NEA,60 a 69,Varón,608,50.666666666666664,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,1778.0542374726508
2018,NEA,70 a 79,Mujer,500,41.666666666666664,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1582.9913512657388
2018,NEA,70 a 79,Varón,524,43.666666666666664,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1641.773746358299
2018,NEA,80+,Mujer,480,40,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,1104.9172212548178
2018,NEA,80+,Varón,283,23.583333333333332,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,555.1179984777627
2018,NOA1,30 a 39,Mujer,7,0.7777777777777778,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,39.445068043528444
2018,NOA1,30 a 39,Varón,19,2.111111111111111,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,95.71492807276002
2018,NOA1,40 a 49,Mujer,35,3.888888888888889,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,179.4920321713566
2018,NOA1,40 a 49,Varón,48,5.333333333333333,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,218.8711432282031
2018,NOA1,50 a 59,Mujer,117,13,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,545.9174627330275
2018,NOA1,50 a 59,Varón,158,17.555555555555557,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,653.549650065146
2018,NOA1,60 a 69,Mujer,272,30.22222222222222,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,1171.7845729116939
2018,NOA1,60 a 69,Varón,338,37.55555555555556,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,1317.943711109114
2018,NOA1,70 a 79,Mujer,276,30.666666666666668,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1165.0816345315839
2018,NOA1,70 a 79,Varón,345,38.333333333333336,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1441.2517620702627
2018,NOA1,80+,Mujer,290,32.22222222222222,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,890.0722060108253
2018,NOA1,80+,Varón,212,23.555555555555557,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,554.4641492451624
2018,NOA2,30 a 39,Mujer,8,1.3333333333333333,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,67.62011664604876
2018,NOA2,30 a 39,Varón,4,0.6666666666666666,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,30.225766759818953
2018,NOA2,40 a 49,Mujer,12,2,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,92.31018797384054
2018,NOA2,40 a 49,Varón,24,4,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,164.15335742115232
2018,NOA2,50 a 59,Mujer,39,6.5,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,272.95873136651375
2018,NOA2,50 a 59,Varón,69,11.5,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,428.11638469457347
2018,NOA2,60 a 69,Mujer,74,12.333333333333334,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,478.19149850440454
2018,NOA2,60 a 69,Varón,126,21,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,736.9566905314276
2018,NOA2,70 a 79,Mujer,118,19.666666666666668,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,747.1719177974288
2018,NOA2,70 a 79,Varón,113,18.833333333333332,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,708.093257017129
2018,NOA2,80+,Mujer,76,12.666666666666666,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,349.89045339735895
2018,NOA2,80+,Varón,64,10.666666666666666,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,251.0781053185641
2018,Patagonia Norte,30 a 39,Mujer,1,0.1111111111111111,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,5.635009720504063
2018,Patagonia Norte,30 a 39,Varón,6,0.6666666666666666,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,30.225766759818953
2018,Patagonia Norte,40 a 49,Mujer,15,1.6666666666666667,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,76.92515664486712
2018,Patagonia Norte,40 a 49,Varón,13,1.4444444444444444,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,59.277601290971674
2018,Patagonia Norte,50 a 59,Mujer,36,4,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,167.9746039178546
2018,Patagonia Norte,50 a 59,Varón,72,8,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,297.82009370057284
2018,Patagonia Norte,60 a 69,Mujer,103,11.444444444444445,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,443.72724635994297
2018,Patagonia Norte,60 a 69,Varón,155,17.22222222222222,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,604.3824710707476
2018,Patagonia Norte,70 a 79,Mujer,167,18.555555555555557,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,704.9588150970092
2018,Patagonia Norte,70 a 79,Varón,246,27.333333333333332,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1027.6751694761872
2018,Patagonia Norte,80+,Mujer,241,26.77777777777778,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,739.6806953400308
2018,Patagonia Norte,80+,Varón,181,20.11111111111111,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,473.38684440270936
2018,Patagonia Sur,30 a 39,Mujer,0,0,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,0
2018,Patagonia Sur,30 a 39,Varón,2,0.2222222222222222,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,10.075255586606318
2018,Patagonia Sur,40 a 49,Mujer,15,1.6666666666666667,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,76.92515664486712
2018,Patagonia Sur,40 a 49,Varón,14,1.5555555555555556,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,63.83741677489257
2018,Patagonia Sur,50 a 59,Mujer,17,1.8888888888888888,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,79.32134073898689
2018,Patagonia Sur,50 a 59,Varón,53,5.888888888888889,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,219.2286800851439
2018,Patagonia Sur,60 a 69,Mujer,50,5.555555555555555,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,215.4015759028849
2018,Patagonia Sur,60 a 69,Varón,98,10.88888888888889,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,382.1256913866662
2018,Patagonia Sur,70 a 79,Mujer,88,9.777777777777779,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,371.47530376369343
2018,Patagonia Sur,70 a 79,Varón,93,10.333333333333334,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,388.5113445580708
2018,Patagonia Sur,80+,Mujer,103,11.444444444444445,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,316.1290938590173
2018,Patagonia Sur,80+,Varón,80,8.88888888888889,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,209.23175443213677
