anio_enfr,codprov_censo,region_deis,grupo_edad_10,sexo,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,dm2_prev_cv_cat
2018,54,NEA,30 a 39,Varón,3182,1490.94,2863.8,1341.84,0.05,0.02,0.45,Muy alta
2018,54,NEA,40 a 49,Mujer,10062,3975.31,9055.8,3577.78,0.17,0.06,0.36,Muy alta
2018,54,NEA,40 a 49,Varón,6985,2245.21,6286.5,2020.69,0.14,0.05,0.33,Muy alta
2018,54,NEA,50 a 59,Mujer,14074,3113.62,12666.6,2802.26,0.28,0.05,0.19,Moderada
2018,54,NEA,50 a 59,Varón,4446,2024.91,4001.4,1822.42,0.12,0.05,0.46,Muy alta
2018,54,NEA,60 a 69,Mujer,6194,1452.38,5574.6,1307.14,0.18,0.04,0.21,Alta
2018,54,NEA,60 a 69,Varón,7182,1724.96,6463.8,1552.46,0.18,0.05,0.26,Alta
2018,54,NEA,70 a 79,Mujer,2292,899.98,2062.8,809.98,0.12,0.05,0.39,Muy alta
2018,54,NEA,70 a 79,Varón,2614,1737.52,2352.6,1563.77,0.19,0.11,0.58,Muy alta
2018,54,NEA,80+,Mujer,3237,2101.32,2913.3,1891.19,0.28,0.15,0.51,Muy alta
2018,54,NEA,80+,Varón,0,0,0,0,0,0,NA,NA
2018,58,Patagonia Norte,30 a 39,Mujer,7529,1884.15,6776.1,1695.74,0.14,0.04,0.26,Alta
2018,58,Patagonia Norte,30 a 39,Varón,1409,660.54,1268.1,594.49,0.03,0.01,0.48,Muy alta
2018,58,Patagonia Norte,40 a 49,Mujer,6412,1771.72,5770.8,1594.55,0.16,0.04,0.27,Alta
2018,58,Patagonia Norte,40 a 49,Varón,2606,1080.63,2345.4,972.57,0.07,0.03,0.4,Muy alta
2018,58,Patagonia Norte,50 a 59,Mujer,3708,1159.23,3337.2,1043.31,0.14,0.04,0.32,Muy alta
2018,58,Patagonia Norte,50 a 59,Varón,2868,937.1,2581.2,843.39,0.12,0.04,0.31,Muy alta
2018,58,Patagonia Norte,60 a 69,Mujer,8299,2356.05,7469.1,2120.44,0.28,0.06,0.21,Alta
2018,58,Patagonia Norte,60 a 69,Varón,5294,1655.38,4764.6,1489.84,0.23,0.06,0.26,Alta
2018,58,Patagonia Norte,70 a 79,Mujer,2130,1002.51,1917,902.26,0.14,0.06,0.44,Muy alta
2018,58,Patagonia Norte,70 a 79,Varón,3052,1555.17,2746.8,1399.65,0.3,0.14,0.48,Muy alta
2018,58,Patagonia Norte,80+,Mujer,2563,1090.26,2306.7,981.23,0.51,0.11,0.22,Alta
2018,58,Patagonia Norte,80+,Varón,0,0,0,0,0,0,NA,NA
2018,62,Patagonia Norte,30 a 39,Mujer,4443,1252.92,3998.7,1127.63,0.08,0.02,0.29,Alta
2018,62,Patagonia Norte,30 a 39,Varón,1041,503.1,936.9,452.79,0.02,0.01,0.51,Muy alta
2018,62,Patagonia Norte,40 a 49,Mujer,6004,1433.48,5403.6,1290.13,0.13,0.03,0.25,Alta
2018,62,Patagonia Norte,40 a 49,Varón,3066,867.67,2759.4,780.91,0.07,0.02,0.3,Alta
2018,62,Patagonia Norte,50 a 59,Mujer,7785,2794.07,7006.5,2514.66,0.22,0.07,0.31,Muy alta
2018,62,Patagonia Norte,50 a 59,Varón,5354,1403.1,4818.6,1262.79,0.18,0.05,0.29,Alta
2018,62,Patagonia Norte,60 a 69,Mujer,5196,1142.67,4676.4,1028.4,0.23,0.04,0.18,Moderada
2018,62,Patagonia Norte,60 a 69,Varón,5809,1324.16,5228.1,1191.74,0.18,0.04,0.22,Alta
2018,62,Patagonia Norte,70 a 79,Mujer,2393,571.18,2153.7,514.06,0.13,0.03,0.23,Alta
2018,62,Patagonia Norte,70 a 79,Varón,4060,1248.7,3654,1123.83,0.2,0.05,0.26,Alta
2018,62,Patagonia Norte,80+,Mujer,1512,702.03,1360.8,631.83,0.27,0.1,0.38,Muy alta
2018,62,Patagonia Norte,80+,Varón,195,220.33,175.5,198.29,0.09,0.1,1.06,Muy alta
2018,66,NOA1,30 a 39,Mujer,8740,2617.97,7866,2356.17,0.09,0.02,0.28,Alta
2018,66,NOA1,30 a 39,Varón,2721,1223.86,2448.9,1101.48,0.03,0.01,0.43,Muy alta
2018,66,NOA1,40 a 49,Mujer,12081,3754.88,10872.9,3379.4,0.16,0.05,0.28,Alta
2018,66,NOA1,40 a 49,Varón,9625,2342.57,8662.5,2108.32,0.12,0.03,0.24,Alta
2018,66,NOA1,50 a 59,Mujer,11868,2677.31,10681.2,2409.58,0.18,0.04,0.21,Alta
2018,66,NOA1,50 a 59,Varón,6482,1866.05,5833.8,1679.44,0.13,0.03,0.27,Alta
2018,66,NOA1,60 a 69,Mujer,9038,2622.22,8134.2,2360,0.2,0.05,0.26,Alta
2018,66,NOA1,60 a 69,Varón,5531,1753.13,4977.9,1577.82,0.14,0.04,0.3,Alta
2018,66,NOA1,70 a 79,Mujer,5332,1896.94,4798.8,1707.24,0.21,0.07,0.32,Muy alta
2018,66,NOA1,70 a 79,Varón,2303,1214.58,2072.7,1093.12,0.1,0.06,0.54,Muy alta
2018,66,NOA1,80+,Mujer,1053,780.29,947.7,702.26,0.12,0.09,0.74,Muy alta
2018,66,NOA1,80+,Varón,2623,1520.25,2360.7,1368.23,0.35,0.16,0.46,Muy alta
2018,70,Cuyo,30 a 39,Mujer,2237,1084.38,2013.3,975.94,0.05,0.02,0.47,Muy alta
2018,70,Cuyo,30 a 39,Varón,3947,2032.48,3552.3,1829.23,0.07,0.04,0.5,Muy alta
2018,70,Cuyo,40 a 49,Mujer,12670,2893.57,11403,2604.22,0.25,0.05,0.22,Alta
2018,70,Cuyo,40 a 49,Varón,3479,1689.11,3131.1,1520.2,0.09,0.04,0.48,Muy alta
2018,70,Cuyo,50 a 59,Mujer,6611,2162.75,5949.9,1946.48,0.18,0.05,0.28,Alta
2018,70,Cuyo,50 a 59,Varón,7445,2331.51,6700.5,2098.36,0.29,0.07,0.25,Alta
2018,70,Cuyo,60 a 69,Mujer,7954,2217.94,7158.6,1996.15,0.26,0.07,0.27,Alta
2018,70,Cuyo,60 a 69,Varón,5278,2229.92,4750.2,2006.93,0.19,0.07,0.37,Muy alta
2018,70,Cuyo,70 a 79,Mujer,7515,1966.87,6763.5,1770.18,0.34,0.08,0.23,Alta
2018,70,Cuyo,70 a 79,Varón,4882,1803.99,4393.8,1623.59,0.44,0.11,0.24,Alta
2018,70,Cuyo,80+,Mujer,466,381.61,419.4,343.45,0.07,0.06,0.91,Muy alta
2018,70,Cuyo,80+,Varón,917,723.6,825.3,651.24,0.18,0.15,0.87,Muy alta
2018,74,Cuyo,30 a 39,Mujer,6223,1658.81,5600.7,1492.93,0.15,0.04,0.26,Alta
2018,74,Cuyo,30 a 39,Varón,1718,932.63,1546.2,839.37,0.06,0.03,0.5,Muy alta
2018,74,Cuyo,40 a 49,Mujer,5787,1385.69,5208.3,1247.12,0.2,0.04,0.22,Alta
2018,74,Cuyo,40 a 49,Varón,2994,1461.35,2694.6,1315.22,0.1,0.05,0.49,Muy alta
2018,74,Cuyo,50 a 59,Mujer,3312,1020.92,2980.8,918.83,0.12,0.03,0.3,Alta
2018,74,Cuyo,50 a 59,Varón,2099,961.68,1889.1,865.51,0.13,0.05,0.42,Muy alta
2018,74,Cuyo,60 a 69,Mujer,3822,902,3439.8,811.8,0.23,0.05,0.21,Alta
2018,74,Cuyo,60 a 69,Varón,7390,1633.02,6651,1469.71,0.37,0.07,0.18,Moderada
2018,74,Cuyo,70 a 79,Mujer,2343,921.4,2108.7,829.26,0.22,0.07,0.31,Muy alta
2018,74,Cuyo,70 a 79,Varón,5377,1426.88,4839.3,1284.19,0.39,0.1,0.26,Alta
2018,74,Cuyo,80+,Mujer,1365,537,1228.5,483.3,0.25,0.09,0.34,Muy alta
2018,74,Cuyo,80+,Varón,762,595.98,685.8,536.38,0.42,0.22,0.53,Muy alta
2018,78,Patagonia Sur,30 a 39,Mujer,2054,814.54,1848.6,733.09,0.08,0.03,0.39,Muy alta
2018,78,Patagonia Sur,30 a 39,Varón,782,505.72,703.8,455.15,0.03,0.02,0.62,Muy alta
2018,78,Patagonia Sur,40 a 49,Mujer,5353,1122.7,4817.7,1010.43,0.2,0.04,0.21,Alta
2018,78,Patagonia Sur,40 a 49,Varón,594,454.15,534.6,408.73,0.03,0.02,0.76,Muy alta
2018,78,Patagonia Sur,50 a 59,Mujer,1923,864.05,1730.7,777.64,0.15,0.06,0.41,Muy alta
2018,78,Patagonia Sur,50 a 59,Varón,2389,875.26,2150.1,787.73,0.14,0.05,0.38,Muy alta
2018,78,Patagonia Sur,60 a 69,Mujer,2662,1127.7,2395.8,1014.93,0.24,0.09,0.36,Muy alta
2018,78,Patagonia Sur,60 a 69,Varón,4759,1282.59,4283.1,1154.34,0.3,0.08,0.25,Alta
2018,78,Patagonia Sur,70 a 79,Mujer,985,458.45,886.5,412.6,0.27,0.09,0.33,Muy alta
2018,78,Patagonia Sur,70 a 79,Varón,1995,988.21,1795.5,889.39,0.74,0.18,0.24,Alta
2018,78,Patagonia Sur,80+,Mujer,477,420.64,429.3,378.58,0.31,0.2,0.65,Muy alta
2018,78,Patagonia Sur,80+,Varón,237,202.43,213.3,182.19,0.16,0.18,1.11,Muy alta
2018,82,Centro,30 a 39,Mujer,16647,4562.46,14982.3,4106.22,0.07,0.02,0.28,Alta
2018,82,Centro,30 a 39,Varón,9583,3730.75,8624.7,3357.67,0.04,0.02,0.4,Muy alta
2018,82,Centro,40 a 49,Mujer,18025,5791.03,16222.5,5211.92,0.08,0.02,0.31,Muy alta
2018,82,Centro,40 a 49,Varón,23668,6157.96,21301.2,5542.16,0.12,0.03,0.26,Alta
2018,82,Centro,50 a 59,Mujer,28689,7024.55,25820.1,6322.1,0.18,0.04,0.23,Alta
2018,82,Centro,50 a 59,Varón,29891,7775.77,26901.9,6998.19,0.2,0.05,0.25,Alta
2018,82,Centro,60 a 69,Mujer,35030,7852.42,31527,7067.18,0.23,0.05,0.21,Alta
2018,82,Centro,60 a 69,Varón,38430,10737.36,34587,9663.63,0.25,0.06,0.26,Alta
2018,82,Centro,70 a 79,Mujer,19074,6678.03,17166.6,6010.22,0.19,0.06,0.3,Alta
2018,82,Centro,70 a 79,Varón,15407,4166.45,13866.3,3749.8,0.19,0.05,0.25,Alta
2018,82,Centro,80+,Mujer,9637,4698.01,8673.3,4228.21,0.18,0.08,0.44,Muy alta
2018,82,Centro,80+,Varón,4888,2969.94,4399.2,2672.95,0.14,0.08,0.56,Muy alta
2018,86,NOA2,30 a 39,Mujer,4167,1503.32,3750.3,1352.99,0.09,0.03,0.37,Muy alta
2018,86,NOA2,30 a 39,Varón,3774,1655.33,3396.6,1489.8,0.07,0.03,0.47,Muy alta
2018,86,NOA2,40 a 49,Mujer,10470,3593.47,9423,3234.13,0.2,0.06,0.31,Muy alta
2018,86,NOA2,40 a 49,Varón,2993,1339.08,2693.7,1205.17,0.08,0.04,0.44,Muy alta
2018,86,NOA2,50 a 59,Mujer,5275,2231.58,4747.5,2008.42,0.19,0.08,0.42,Muy alta
2018,86,NOA2,50 a 59,Varón,9070,2833.52,8163,2550.17,0.22,0.07,0.32,Muy alta
2018,86,NOA2,60 a 69,Mujer,4412,1578.48,3970.8,1420.63,0.19,0.07,0.35,Muy alta
2018,86,NOA2,60 a 69,Varón,5935,2019.59,5341.5,1817.63,0.32,0.1,0.32,Muy alta
2018,86,NOA2,70 a 79,Mujer,3395,1604.28,3055.5,1443.85,0.16,0.07,0.44,Muy alta
2018,86,NOA2,70 a 79,Varón,1090,823.62,981,741.26,0.1,0.08,0.75,Muy alta
2018,86,NOA2,80+,Mujer,361,351.83,324.9,316.64,0.05,0.04,0.84,Muy alta
2018,86,NOA2,80+,Varón,1834,1286.27,1650.6,1157.64,0.26,0.17,0.65,Muy alta
2018,90,NOA1,30 a 39,Mujer,16448,3876.15,14803.2,3488.54,0.14,0.03,0.22,Alta
2018,90,NOA1,30 a 39,Varón,2835,2217.04,2551.5,1995.34,0.03,0.02,0.78,Muy alta
2018,90,NOA1,40 a 49,Mujer,12001,3637.19,10800.9,3273.47,0.15,0.04,0.29,Alta
2018,90,NOA1,40 a 49,Varón,9220,3763.94,8298,3387.55,0.11,0.04,0.39,Muy alta
2018,90,NOA1,50 a 59,Mujer,8133,2285.93,7319.7,2057.33,0.16,0.05,0.28,Alta
2018,90,NOA1,50 a 59,Varón,17332,4533.26,15598.8,4079.93,0.28,0.07,0.25,Alta
2018,90,NOA1,60 a 69,Mujer,12938,2925.68,11644.2,2633.11,0.2,0.05,0.25,Alta
2018,90,NOA1,60 a 69,Varón,13721,4622.64,12348.9,4160.38,0.21,0.07,0.31,Muy alta
2018,90,NOA1,70 a 79,Mujer,7427,2494.49,6684.3,2245.04,0.18,0.06,0.33,Muy alta
2018,90,NOA1,70 a 79,Varón,1752,1284.78,1576.8,1156.3,0.08,0.06,0.78,Muy alta
2018,90,NOA1,80+,Mujer,500,529.24,450,476.32,0.04,0.04,1.06,Muy alta
2018,90,NOA1,80+,Varón,340,391.47,306,352.32,0.03,0.03,1.27,Muy alta
2018,94,Patagonia Sur,30 a 39,Mujer,1499,559.41,1349.1,503.47,0.08,0.03,0.41,Muy alta
2018,94,Patagonia Sur,30 a 39,Varón,1112,566.78,1000.8,510.1,0.08,0.04,0.53,Muy alta
2018,94,Patagonia Sur,40 a 49,Mujer,1893,796.43,1703.7,716.79,0.17,0.07,0.43,Muy alta
2018,94,Patagonia Sur,40 a 49,Varón,2623,633.53,2360.7,570.17,0.22,0.07,0.31,Muy alta
2018,94,Patagonia Sur,50 a 59,Mujer,2218,777.11,1996.2,699.4,0.25,0.09,0.34,Muy alta
2018,94,Patagonia Sur,50 a 59,Varón,2062,734.66,1855.8,661.2,0.31,0.1,0.33,Muy alta
2018,94,Patagonia Sur,60 a 69,Mujer,1561,800.32,1404.9,720.29,0.25,0.12,0.49,Muy alta
2018,94,Patagonia Sur,60 a 69,Varón,808,504.39,727.2,453.95,0.11,0.08,0.72,Muy alta
2018,94,Patagonia Sur,70 a 79,Mujer,290,234.9,261,211.41,0.16,0.17,1.03,Muy alta
2018,94,Patagonia Sur,70 a 79,Varón,1145,704.16,1030.5,633.74,0.39,0.18,0.47,Muy alta
2018,94,Patagonia Sur,80+,Mujer,0,0,0,0,0,0,NA,NA
2018,94,Patagonia Sur,80+,Varón,122,164.03,109.8,147.63,0.23,0.34,1.47,Muy alta
