"Jurisdicción","Sexo","Grupo de edad","Causa de muerte (CIE-10)","Total"
"Buenos Aires","Varón","09.10 a 14","Q03",1
"Buenos Aires","Varón","09.10 a 14","Q05",1
"Buenos Aires","Varón","09.10 a 14","Q24",3
"Buenos Aires","Varón","09.10 a 14","Q25",1
"Buenos Aires","Varón","09.10 a 14","Q90",1
"Buenos Aires","Varón","09.10 a 14","R57",2
"Buenos Aires","Varón","09.10 a 14","R99",9
"Buenos Aires","Varón","09.10 a 14","V05",5
"Buenos Aires","Varón","09.10 a 14","V09",1
"Buenos Aires","Varón","09.10 a 14","V49",10
"Buenos Aires","Varón","09.10 a 14","V68",1
"Buenos Aires","Varón","09.10 a 14","V89",4
"Buenos Aires","Varón","09.10 a 14","W26",1
"Buenos Aires","Varón","09.10 a 14","W74",13
"Buenos Aires","Varón","09.10 a 14","W80",1
"Buenos Aires","Varón","09.10 a 14","W87",9
"Buenos Aires","Varón","09.10 a 14","X09",1
"Buenos Aires","Varón","09.10 a 14","X47",2
"Buenos Aires","Varón","09.10 a 14","X59",25
"Buenos Aires","Varón","09.10 a 14","X70",5
"Buenos Aires","Varón","09.10 a 14","X95",5
"Buenos Aires","Varón","09.10 a 14","X99",1
"Buenos Aires","Varón","09.10 a 14","Y09",2
"Buenos Aires","Varón","09.10 a 14","Y20",1
"Buenos Aires","Varón","09.10 a 14","Y21",1
"Buenos Aires","Varón","09.10 a 14","Y24",7
"Buenos Aires","Varón","09.10 a 14","Y26",1
"Buenos Aires","Varón","09.10 a 14","Y34",2
"Buenos Aires","Varón","09.10 a 14","Y83",2
"Buenos Aires","Varón","10.15 a 19","A16",2
"Buenos Aires","Varón","10.15 a 19","A41",11
"Buenos Aires","Varón","10.15 a 19","B20",1
"Buenos Aires","Varón","10.15 a 19","B57",1
"Buenos Aires","Varón","10.15 a 19","C15",1
"Buenos Aires","Varón","10.15 a 19","C24",1
"Buenos Aires","Varón","10.15 a 19","C25",1
"Buenos Aires","Varón","10.15 a 19","C41",4
"Buenos Aires","Varón","10.15 a 19","C49",1
"Buenos Aires","Varón","10.15 a 19","C61",2
"Buenos Aires","Varón","10.15 a 19","C62",1
"Buenos Aires","Varón","10.15 a 19","C71",3
"Buenos Aires","Varón","10.15 a 19","C75",1
"Buenos Aires","Varón","10.15 a 19","C80",1
"Buenos Aires","Varón","10.15 a 19","C81",1
"Buenos Aires","Varón","10.15 a 19","C85",3
"Buenos Aires","Varón","10.15 a 19","C91",6
"Buenos Aires","Varón","10.15 a 19","C92",4
"Buenos Aires","Varón","10.15 a 19","D43",6
"Buenos Aires","Varón","10.15 a 19","D48",1
"Buenos Aires","Varón","10.15 a 19","D64",1
"Buenos Aires","Varón","10.15 a 19","D66",1
"Buenos Aires","Varón","10.15 a 19","E14",1
"Buenos Aires","Varón","10.15 a 19","E27",1
"Buenos Aires","Varón","10.15 a 19","E46",1
"Buenos Aires","Varón","10.15 a 19","E76",3
"Buenos Aires","Varón","10.15 a 19","E84",1
"Buenos Aires","Varón","10.15 a 19","G00",1
"Buenos Aires","Varón","10.15 a 19","G03",2
"Buenos Aires","Varón","10.15 a 19","G06",1
"Buenos Aires","Varón","10.15 a 19","G11",1
"Buenos Aires","Varón","10.15 a 19","G40",4
"Buenos Aires","Varón","10.15 a 19","G71",8
"Buenos Aires","Varón","10.15 a 19","G72",1
"Buenos Aires","Varón","10.15 a 19","G80",5
"Buenos Aires","Varón","10.15 a 19","G93",2
"Buenos Aires","Varón","10.15 a 19","I01",1
"Buenos Aires","Varón","10.15 a 19","I21",2
"Buenos Aires","Varón","10.15 a 19","I26",1
"Buenos Aires","Varón","10.15 a 19","I42",2
"Buenos Aires","Varón","10.15 a 19","I47",1
"Buenos Aires","Varón","10.15 a 19","I50",18
"Buenos Aires","Varón","10.15 a 19","I51",1
"Buenos Aires","Varón","10.15 a 19","I60",2
"Buenos Aires","Varón","10.15 a 19","I61",2
"Buenos Aires","Varón","10.15 a 19","J18",8
"Buenos Aires","Varón","10.15 a 19","J22",1
"Buenos Aires","Varón","10.15 a 19","J45",1
"Buenos Aires","Varón","10.15 a 19","J69",5
"Buenos Aires","Varón","10.15 a 19","J81",2
"Buenos Aires","Varón","10.15 a 19","J96",7
"Buenos Aires","Varón","10.15 a 19","J98",4
"Buenos Aires","Varón","10.15 a 19","K43",1
"Buenos Aires","Varón","10.15 a 19","K56",1
"Buenos Aires","Varón","10.15 a 19","K65",1
"Buenos Aires","Varón","10.15 a 19","K72",1
"Buenos Aires","Varón","10.15 a 19","K85",1
"Buenos Aires","Varón","10.15 a 19","K86",1
"Buenos Aires","Varón","10.15 a 19","M31",1
"Buenos Aires","Varón","10.15 a 19","N05",1
"Buenos Aires","Varón","10.15 a 19","N18",2
"Buenos Aires","Varón","10.15 a 19","N19",2
"Buenos Aires","Varón","10.15 a 19","Q24",2
"Buenos Aires","Varón","10.15 a 19","Q87",1
"Buenos Aires","Varón","10.15 a 19","Q90",1
"Buenos Aires","Varón","10.15 a 19","R04",1
"Buenos Aires","Varón","10.15 a 19","R96",4
"Buenos Aires","Varón","10.15 a 19","R99",8
"Buenos Aires","Varón","10.15 a 19","V03",1
"Buenos Aires","Varón","10.15 a 19","V05",19
"Buenos Aires","Varón","10.15 a 19","V09",2
"Buenos Aires","Varón","10.15 a 19","V19",1
"Buenos Aires","Varón","10.15 a 19","V28",1
"Buenos Aires","Varón","10.15 a 19","V49",18
"Buenos Aires","Varón","10.15 a 19","V89",11
"Buenos Aires","Varón","10.15 a 19","W26",1
"Buenos Aires","Varón","10.15 a 19","W34",1
"Buenos Aires","Varón","10.15 a 19","W69",1
"Buenos Aires","Varón","10.15 a 19","W74",15
"Buenos Aires","Varón","10.15 a 19","W84",2
"Buenos Aires","Varón","10.15 a 19","W87",11
"Buenos Aires","Varón","10.15 a 19","X09",8
"Buenos Aires","Varón","10.15 a 19","X47",3
"Buenos Aires","Varón","10.15 a 19","X59",43
"Buenos Aires","Varón","10.15 a 19","X70",62
"Buenos Aires","Varón","10.15 a 19","X74",60
"Buenos Aires","Varón","10.15 a 19","X81",2
"Buenos Aires","Varón","10.15 a 19","X83",1
"Buenos Aires","Varón","10.15 a 19","X84",3
"Buenos Aires","Varón","10.15 a 19","X95",80
"Buenos Aires","Varón","10.15 a 19","X99",13
"Buenos Aires","Varón","10.15 a 19","Y09",4
"Buenos Aires","Varón","10.15 a 19","Y20",1
"Buenos Aires","Varón","10.15 a 19","Y21",6
"Buenos Aires","Varón","10.15 a 19","Y24",39
"Buenos Aires","Varón","10.15 a 19","Y28",3
"Buenos Aires","Varón","10.15 a 19","Y34",13
"Buenos Aires","Varón","10.15 a 19","Y83",1
"Buenos Aires","Varón","11.20 a 24","A16",2
"Buenos Aires","Varón","11.20 a 24","A27",1
"Buenos Aires","Varón","11.20 a 24","A41",11
"Buenos Aires","Varón","11.20 a 24","A51",1
"Buenos Aires","Varón","11.20 a 24","A86",1
"Buenos Aires","Varón","11.20 a 24","B00",1
"Buenos Aires","Varón","11.20 a 24","B20",3
"Buenos Aires","Varón","11.20 a 24","B23",1
"Buenos Aires","Varón","11.20 a 24","B24",8
"Buenos Aires","Varón","11.20 a 24","C16",1
"Buenos Aires","Varón","11.20 a 24","C18",2
"Buenos Aires","Varón","11.20 a 24","C20",2
"Buenos Aires","Varón","11.20 a 24","C26",1
"Buenos Aires","Varón","11.20 a 24","C34",3
"Buenos Aires","Varón","11.20 a 24","C41",5
"Buenos Aires","Varón","11.20 a 24","C48",1
"Buenos Aires","Varón","11.20 a 24","C49",1
"Buenos Aires","Varón","11.20 a 24","C61",2
"Buenos Aires","Varón","11.20 a 24","C62",11
"Buenos Aires","Varón","11.20 a 24","C71",4
"Buenos Aires","Varón","11.20 a 24","C76",1
"Buenos Aires","Varón","11.20 a 24","C80",3
"Buenos Aires","Varón","11.20 a 24","C81",1
"Buenos Aires","Varón","11.20 a 24","C85",5
"Buenos Aires","Varón","11.20 a 24","C91",7
"Buenos Aires","Varón","11.20 a 24","C92",5
"Buenos Aires","Varón","11.20 a 24","C95",2
"Buenos Aires","Varón","11.20 a 24","D38",1
"Buenos Aires","Varón","11.20 a 24","D40",2
"Buenos Aires","Varón","11.20 a 24","D43",3
"Buenos Aires","Varón","11.20 a 24","D44",1
"Buenos Aires","Varón","11.20 a 24","D61",1
"Buenos Aires","Varón","11.20 a 24","E14",4
"Buenos Aires","Varón","11.20 a 24","E46",1
"Buenos Aires","Varón","11.20 a 24","E84",2
"Buenos Aires","Varón","11.20 a 24","G03",2
"Buenos Aires","Varón","11.20 a 24","G40",1
"Buenos Aires","Varón","11.20 a 24","G71",3
"Buenos Aires","Varón","11.20 a 24","G80",3
"Buenos Aires","Varón","11.20 a 24","G93",3
"Buenos Aires","Varón","11.20 a 24","G98",1
"Buenos Aires","Varón","11.20 a 24","I21",5
"Buenos Aires","Varón","11.20 a 24","I26",1
"Buenos Aires","Varón","11.20 a 24","I33",1
"Buenos Aires","Varón","11.20 a 24","I42",2
"Buenos Aires","Varón","11.20 a 24","I47",1
"Buenos Aires","Varón","11.20 a 24","I49",1
"Buenos Aires","Varón","11.20 a 24","I50",14
"Buenos Aires","Varón","11.20 a 24","I60",7
"Buenos Aires","Varón","11.20 a 24","I61",6
"Buenos Aires","Varón","11.20 a 24","I64",1
"Buenos Aires","Varón","11.20 a 24","I67",1
"Buenos Aires","Varón","11.20 a 24","I71",1
"Buenos Aires","Varón","11.20 a 24","I72",1
"Buenos Aires","Varón","11.20 a 24","J18",11
"Buenos Aires","Varón","11.20 a 24","J45",1
"Buenos Aires","Varón","11.20 a 24","J69",1
"Buenos Aires","Varón","11.20 a 24","J80",1
"Buenos Aires","Varón","11.20 a 24","J81",6
"Buenos Aires","Varón","11.20 a 24","J86",1
"Buenos Aires","Varón","11.20 a 24","J96",15
"Buenos Aires","Varón","11.20 a 24","J98",2
"Buenos Aires","Varón","11.20 a 24","K55",1
"Buenos Aires","Varón","11.20 a 24","K74",1
"Buenos Aires","Varón","11.20 a 24","K75",1
"Buenos Aires","Varón","11.20 a 24","K76",1
"Buenos Aires","Varón","11.20 a 24","K83",1
"Buenos Aires","Varón","11.20 a 24","K85",1
"Buenos Aires","Varón","11.20 a 24","K92",1
"Buenos Aires","Varón","11.20 a 24","M33",2
"Buenos Aires","Varón","11.20 a 24","N18",6
"Buenos Aires","Varón","11.20 a 24","N39",1
"Buenos Aires","Varón","11.20 a 24","R09",1
"Buenos Aires","Varón","11.20 a 24","R10",1
"Buenos Aires","Varón","11.20 a 24","R56",1
"Buenos Aires","Varón","11.20 a 24","R57",3
"Buenos Aires","Varón","11.20 a 24","R58",1
"Buenos Aires","Varón","11.20 a 24","R96",1
"Buenos Aires","Varón","11.20 a 24","R99",15
"Buenos Aires","Varón","11.20 a 24","V05",19
"Buenos Aires","Varón","11.20 a 24","V09",5
"Buenos Aires","Varón","11.20 a 24","V13",1
"Buenos Aires","Varón","11.20 a 24","V27",2
"Buenos Aires","Varón","11.20 a 24","V29",2
"Buenos Aires","Varón","11.20 a 24","V49",35
"Buenos Aires","Varón","11.20 a 24","V68",1
"Buenos Aires","Varón","11.20 a 24","V69",1
"Buenos Aires","Varón","11.20 a 24","V73",1
"Buenos Aires","Varón","11.20 a 24","V80",1
"Buenos Aires","Varón","11.20 a 24","V89",20
"Buenos Aires","Varón","11.20 a 24","V96",1
"Buenos Aires","Varón","11.20 a 24","W13",1
"Buenos Aires","Varón","11.20 a 24","W17",2
"Buenos Aires","Varón","11.20 a 24","W74",17
"Buenos Aires","Varón","11.20 a 24","W84",1
"Buenos Aires","Varón","11.20 a 24","W87",16
"Buenos Aires","Varón","11.20 a 24","X09",12
"Buenos Aires","Varón","11.20 a 24","X47",1
"Buenos Aires","Varón","11.20 a 24","X59",103
"Buenos Aires","Varón","11.20 a 24","X67",2
"Buenos Aires","Varón","11.20 a 24","X68",1
"Buenos Aires","Varón","11.20 a 24","X70",79
"Buenos Aires","Varón","11.20 a 24","X73",1
"Buenos Aires","Varón","11.20 a 24","X74",54
"Buenos Aires","Varón","11.20 a 24","X84",2
"Buenos Aires","Varón","11.20 a 24","X95",88
"Buenos Aires","Varón","11.20 a 24","X99",43
"Buenos Aires","Varón","11.20 a 24","Y09",2
"Buenos Aires","Varón","11.20 a 24","Y20",2
"Buenos Aires","Varón","11.20 a 24","Y21",11
"Buenos Aires","Varón","11.20 a 24","Y24",62
"Buenos Aires","Varón","11.20 a 24","Y28",4
"Buenos Aires","Varón","11.20 a 24","Y34",21
"Buenos Aires","Varón","11.20 a 24","Y83",1
"Buenos Aires","Varón","12.25 a 29","A16",1
"Buenos Aires","Varón","12.25 a 29","A27",1
"Buenos Aires","Varón","12.25 a 29","A39",1
"Buenos Aires","Varón","12.25 a 29","A41",18
"Buenos Aires","Varón","12.25 a 29","B20",19
"Buenos Aires","Varón","12.25 a 29","B21",3
"Buenos Aires","Varón","12.25 a 29","B23",6
"Buenos Aires","Varón","12.25 a 29","B24",24
"Buenos Aires","Varón","12.25 a 29","B45",2
"Buenos Aires","Varón","12.25 a 29","C15",1
"Buenos Aires","Varón","12.25 a 29","C16",3
"Buenos Aires","Varón","12.25 a 29","C18",5
"Buenos Aires","Varón","12.25 a 29","C22",1
"Buenos Aires","Varón","12.25 a 29","C25",1
"Buenos Aires","Varón","12.25 a 29","C34",4
"Buenos Aires","Varón","12.25 a 29","C41",5
"Buenos Aires","Varón","12.25 a 29","C43",4
"Buenos Aires","Varón","12.25 a 29","C48",2
"Buenos Aires","Varón","12.25 a 29","C61",1
"Buenos Aires","Varón","12.25 a 29","C62",10
"Buenos Aires","Varón","12.25 a 29","C71",1
"Buenos Aires","Varón","12.25 a 29","C72",2
"Buenos Aires","Varón","12.25 a 29","C74",1
"Buenos Aires","Varón","12.25 a 29","C75",1
"Buenos Aires","Varón","12.25 a 29","C76",1
"Buenos Aires","Varón","12.25 a 29","C78",1
"Buenos Aires","Varón","12.25 a 29","C80",1
"Buenos Aires","Varón","12.25 a 29","C81",4
"Buenos Aires","Varón","12.25 a 29","C85",4
"Buenos Aires","Varón","12.25 a 29","C90",1
"Buenos Aires","Varón","12.25 a 29","C91",2
"Buenos Aires","Varón","12.25 a 29","C92",9
"Buenos Aires","Varón","12.25 a 29","C95",1
"Buenos Aires","Varón","12.25 a 29","D43",5
"Buenos Aires","Varón","12.25 a 29","D48",1
"Buenos Aires","Varón","12.25 a 29","D64",1
"Buenos Aires","Varón","12.25 a 29","D68",1
"Buenos Aires","Varón","12.25 a 29","E10",1
"Buenos Aires","Varón","12.25 a 29","E14",3
"Buenos Aires","Varón","12.25 a 29","E46",1
"Buenos Aires","Varón","12.25 a 29","E87",1
"Buenos Aires","Varón","12.25 a 29","F10",1
"Buenos Aires","Varón","12.25 a 29","G03",1
"Buenos Aires","Varón","12.25 a 29","G04",2
"Buenos Aires","Varón","12.25 a 29","G40",1
"Buenos Aires","Varón","12.25 a 29","G71",3
"Buenos Aires","Varón","12.25 a 29","G80",1
"Buenos Aires","Varón","12.25 a 29","G91",1
"Buenos Aires","Varón","12.25 a 29","G93",1
"Buenos Aires","Varón","12.25 a 29","I10",1
"Buenos Aires","Varón","12.25 a 29","I21",10
"Buenos Aires","Varón","12.25 a 29","I26",1
"Buenos Aires","Varón","12.25 a 29","I31",1
"Buenos Aires","Varón","12.25 a 29","I42",2
"Buenos Aires","Varón","12.25 a 29","I49",1
"Buenos Aires","Varón","12.25 a 29","I50",17
"Buenos Aires","Varón","12.25 a 29","I51",2
"Buenos Aires","Varón","12.25 a 29","I60",1
"Buenos Aires","Varón","12.25 a 29","I61",10
"Buenos Aires","Varón","12.25 a 29","I62",1
"Buenos Aires","Varón","12.25 a 29","I64",1
"Buenos Aires","Varón","12.25 a 29","I67",1
"Buenos Aires","Varón","12.25 a 29","J18",13
"Buenos Aires","Varón","12.25 a 29","J45",5
"Buenos Aires","Varón","12.25 a 29","J69",2
"Buenos Aires","Varón","12.25 a 29","J81",10
"Buenos Aires","Varón","12.25 a 29","J84",1
"Buenos Aires","Varón","12.25 a 29","J90",1
"Buenos Aires","Varón","12.25 a 29","J96",26
"Buenos Aires","Varón","12.25 a 29","J98",2
"Buenos Aires","Varón","12.25 a 29","K52",1
"Buenos Aires","Varón","12.25 a 29","K56",1
"Buenos Aires","Varón","12.25 a 29","K65",1
"Buenos Aires","Varón","12.25 a 29","K72",1
"Buenos Aires","Varón","12.25 a 29","K74",2
"Buenos Aires","Varón","12.25 a 29","K75",1
"Buenos Aires","Varón","12.25 a 29","K86",1
"Buenos Aires","Varón","12.25 a 29","K92",1
"Buenos Aires","Varón","12.25 a 29","M32",1
"Buenos Aires","Varón","12.25 a 29","M34",1
"Buenos Aires","Varón","12.25 a 29","N18",1
"Buenos Aires","Varón","12.25 a 29","N19",3
"Buenos Aires","Varón","12.25 a 29","Q05",1
"Buenos Aires","Varón","12.25 a 29","Q24",1
"Buenos Aires","Varón","12.25 a 29","R04",2
"Buenos Aires","Varón","12.25 a 29","R09",1
"Buenos Aires","Varón","12.25 a 29","R10",1
"Buenos Aires","Varón","12.25 a 29","R55",1
"Buenos Aires","Varón","12.25 a 29","R57",5
"Buenos Aires","Varón","12.25 a 29","R64",1
"Buenos Aires","Varón","12.25 a 29","R96",1
"Buenos Aires","Varón","12.25 a 29","R98",1
"Buenos Aires","Varón","12.25 a 29","R99",28
"Buenos Aires","Varón","12.25 a 29","V05",13
"Buenos Aires","Varón","12.25 a 29","V09",2
"Buenos Aires","Varón","12.25 a 29","V29",1
"Buenos Aires","Varón","12.25 a 29","V43",1
"Buenos Aires","Varón","12.25 a 29","V44",1
"Buenos Aires","Varón","12.25 a 29","V46",1
"Buenos Aires","Varón","12.25 a 29","V47",1
"Buenos Aires","Varón","12.25 a 29","V48",2
"Buenos Aires","Varón","12.25 a 29","V49",33
"Buenos Aires","Varón","12.25 a 29","V68",1
"Buenos Aires","Varón","12.25 a 29","V89",14
"Buenos Aires","Varón","12.25 a 29","V90",1
"Buenos Aires","Varón","12.25 a 29","V99",1
"Buenos Aires","Varón","12.25 a 29","W19",2
"Buenos Aires","Varón","12.25 a 29","W34",2
"Buenos Aires","Varón","12.25 a 29","W69",1
"Buenos Aires","Varón","12.25 a 29","W70",1
"Buenos Aires","Varón","12.25 a 29","W74",6
"Buenos Aires","Varón","12.25 a 29","W80",1
"Buenos Aires","Varón","12.25 a 29","W84",3
"Buenos Aires","Varón","12.25 a 29","W87",9
"Buenos Aires","Varón","12.25 a 29","X09",12
"Buenos Aires","Varón","12.25 a 29","X47",3
"Buenos Aires","Varón","12.25 a 29","X59",83
"Buenos Aires","Varón","12.25 a 29","X61",1
"Buenos Aires","Varón","12.25 a 29","X70",76
"Buenos Aires","Varón","12.25 a 29","X71",1
"Buenos Aires","Varón","12.25 a 29","X74",32
"Buenos Aires","Varón","12.25 a 29","X75",1
"Buenos Aires","Varón","12.25 a 29","X81",2
"Buenos Aires","Varón","12.25 a 29","X84",3
"Buenos Aires","Varón","12.25 a 29","X91",2
"Buenos Aires","Varón","12.25 a 29","X95",81
"Buenos Aires","Varón","12.25 a 29","X99",37
"Buenos Aires","Varón","12.25 a 29","Y04",1
"Buenos Aires","Varón","12.25 a 29","Y09",9
"Buenos Aires","Varón","12.25 a 29","Y20",1
"Buenos Aires","Varón","12.25 a 29","Y21",6
"Buenos Aires","Varón","12.25 a 29","Y24",36
"Buenos Aires","Varón","12.25 a 29","Y28",3
"Buenos Aires","Varón","12.25 a 29","Y33",3
"Buenos Aires","Varón","12.25 a 29","Y34",18
"Buenos Aires","Varón","13.30 a 34","A16",7
"Buenos Aires","Varón","13.30 a 34","A31",2
"Buenos Aires","Varón","13.30 a 34","A41",27
"Buenos Aires","Varón","13.30 a 34","B01",1
"Buenos Aires","Varón","13.30 a 34","B20",39
"Buenos Aires","Varón","13.30 a 34","B21",3
"Buenos Aires","Varón","13.30 a 34","B22",3
"Buenos Aires","Varón","13.30 a 34","B23",21
"Buenos Aires","Varón","13.30 a 34","B24",71
"Buenos Aires","Varón","13.30 a 34","B39",1
"Buenos Aires","Varón","13.30 a 34","B45",4
"Buenos Aires","Varón","13.30 a 34","B57",2
"Buenos Aires","Varón","13.30 a 34","B58",1
"Buenos Aires","Varón","13.30 a 34","C02",1
"Buenos Aires","Varón","13.30 a 34","C15",1
"Buenos Aires","Varón","13.30 a 34","C16",4
"Buenos Aires","Varón","13.30 a 34","C18",3
"Buenos Aires","Varón","13.30 a 34","C20",1
"Buenos Aires","Varón","13.30 a 34","C22",3
"Buenos Aires","Varón","13.30 a 34","C25",1
"Buenos Aires","Varón","13.30 a 34","C26",1
"Buenos Aires","Varón","13.30 a 34","C34",7
"Buenos Aires","Varón","13.30 a 34","C41",1
"Buenos Aires","Varón","13.30 a 34","C48",1
"Buenos Aires","Varón","13.30 a 34","C61",1
"Buenos Aires","Varón","13.30 a 34","C62",16
"Buenos Aires","Varón","13.30 a 34","C63",1
"Buenos Aires","Varón","13.30 a 34","C64",1
"Buenos Aires","Varón","13.30 a 34","C67",2
"Buenos Aires","Varón","13.30 a 34","C71",5
"Buenos Aires","Varón","13.30 a 34","C75",1
"Buenos Aires","Varón","13.30 a 34","C78",1
"Buenos Aires","Varón","13.30 a 34","C80",3
"Buenos Aires","Varón","13.30 a 34","C83",2
"Buenos Aires","Varón","13.30 a 34","C85",11
"Buenos Aires","Varón","13.30 a 34","C91",1
"Buenos Aires","Varón","13.30 a 34","C92",3
"Buenos Aires","Varón","13.30 a 34","C95",1
"Buenos Aires","Varón","13.30 a 34","D33",1
"Buenos Aires","Varón","13.30 a 34","D37",2
"Buenos Aires","Varón","13.30 a 34","D43",7
"Buenos Aires","Varón","13.30 a 34","D48",1
"Buenos Aires","Varón","13.30 a 34","D68",1
"Buenos Aires","Varón","13.30 a 34","D75",1
"Buenos Aires","Varón","13.30 a 34","D84",1
"Buenos Aires","Varón","13.30 a 34","E14",5
"Buenos Aires","Varón","13.30 a 34","E23",1
"Buenos Aires","Varón","13.30 a 34","E87",1
"Buenos Aires","Varón","13.30 a 34","F10",1
"Buenos Aires","Varón","13.30 a 34","G00",1
"Buenos Aires","Varón","13.30 a 34","G03",3
"Buenos Aires","Varón","13.30 a 34","G04",2
"Buenos Aires","Varón","13.30 a 34","G06",1
"Buenos Aires","Varón","13.30 a 34","G12",1
"Buenos Aires","Varón","13.30 a 34","G31",1
"Buenos Aires","Varón","13.30 a 34","G35",1
"Buenos Aires","Varón","13.30 a 34","G71",1
"Buenos Aires","Varón","13.30 a 34","G80",1
"Buenos Aires","Varón","13.30 a 34","G93",2
"Buenos Aires","Varón","13.30 a 34","G98",1
"Buenos Aires","Varón","13.30 a 34","I10",1
"Buenos Aires","Varón","13.30 a 34","I21",20
"Buenos Aires","Varón","13.30 a 34","I24",1
"Buenos Aires","Varón","13.30 a 34","I25",1
