"Jurisdicción","Sexo","Grupo de edad","Causa de muerte (CIE-10)","Total"
"Catamarca","Varón","24.85 y más","J85",1
"Catamarca","Varón","24.85 y más","J96",1
"Catamarca","Varón","24.85 y más","J98",4
"Catamarca","Varón","24.85 y más","K27",1
"Catamarca","Varón","24.85 y más","K41",1
"Catamarca","Varón","24.85 y más","K56",1
"Catamarca","Varón","24.85 y más","K72",1
"Catamarca","Varón","24.85 y más","K76",1
"Catamarca","Varón","24.85 y más","K92",2
"Catamarca","Varón","24.85 y más","N00",1
"Catamarca","Varón","24.85 y más","N17",2
"Catamarca","Varón","24.85 y más","N18",1
"Catamarca","Varón","24.85 y más","N19",2
"Catamarca","Varón","24.85 y más","Q24",1
"Catamarca","Varón","24.85 y más","R10",1
"Catamarca","Varón","24.85 y más","R54",1
"Catamarca","Varón","24.85 y más","R99",11
"Catamarca","Varón","24.85 y más","X59",4
"Catamarca","Varón","24.85 y más","X74",2
"Catamarca","Varón","25.Sín especificar","J18",1
"Catamarca","Varón","25.Sín especificar","J81",1
"Catamarca","Varón","25.Sín especificar","X59",1
"Catamarca","Mujer","01.0 a 6 días","P07",4
"Catamarca","Mujer","01.0 a 6 días","P20",4
"Catamarca","Mujer","01.0 a 6 días","P22",6
"Catamarca","Mujer","01.0 a 6 días","P24",2
"Catamarca","Mujer","01.0 a 6 días","P28",5
"Catamarca","Mujer","01.0 a 6 días","P29",3
"Catamarca","Mujer","01.0 a 6 días","P36",3
"Catamarca","Mujer","01.0 a 6 días","P96",3
"Catamarca","Mujer","01.0 a 6 días","Q00",3
"Catamarca","Mujer","01.0 a 6 días","Q20",1
"Catamarca","Mujer","01.0 a 6 días","Q24",1
"Catamarca","Mujer","01.0 a 6 días","Q79",2
"Catamarca","Mujer","01.0 a 6 días","Q89",4
"Catamarca","Mujer","02.7 a 27 días","P23",1
"Catamarca","Mujer","02.7 a 27 días","P28",1
"Catamarca","Mujer","02.7 a 27 días","P36",1
"Catamarca","Mujer","02.7 a 27 días","Q39",1
"Catamarca","Mujer","02.7 a 27 días","W84",2
"Catamarca","Mujer","02.7 a 27 días","W87",1
"Catamarca","Mujer","03.28 días a 11 meses","A37",1
"Catamarca","Mujer","03.28 días a 11 meses","A41",1
"Catamarca","Mujer","03.28 días a 11 meses","A50",1
"Catamarca","Mujer","03.28 días a 11 meses","E43",1
"Catamarca","Mujer","03.28 días a 11 meses","G80",1
"Catamarca","Mujer","03.28 días a 11 meses","J18",3
"Catamarca","Mujer","03.28 días a 11 meses","J21",1
"Catamarca","Mujer","03.28 días a 11 meses","J96",2
"Catamarca","Mujer","03.28 días a 11 meses","J98",2
"Catamarca","Mujer","03.28 días a 11 meses","P05",1
"Catamarca","Mujer","03.28 días a 11 meses","Q07",1
"Catamarca","Mujer","03.28 días a 11 meses","Q24",1
"Catamarca","Mujer","03.28 días a 11 meses","Q41",1
"Catamarca","Mujer","03.28 días a 11 meses","Q78",1
"Catamarca","Mujer","03.28 días a 11 meses","Q87",1
"Catamarca","Mujer","03.28 días a 11 meses","Q89",1
"Catamarca","Mujer","03.28 días a 11 meses","R09",1
"Catamarca","Mujer","03.28 días a 11 meses","R95",1
"Catamarca","Mujer","03.28 días a 11 meses","R99",2
"Catamarca","Mujer","03.28 días a 11 meses","Y83",1
"Catamarca","Mujer","04.1 año","K11",1
"Catamarca","Mujer","04.1 año","Q03",1
"Catamarca","Mujer","04.1 año","V09",1
"Catamarca","Mujer","04.1 año","W13",1
"Catamarca","Mujer","04.1 año","W73",1
"Catamarca","Mujer","05.2 años","C49",1
"Catamarca","Mujer","05.2 años","Q03",1
"Catamarca","Mujer","05.2 años","W74",1
"Catamarca","Mujer","06.3 años","G40",1
"Catamarca","Mujer","06.3 años","Q21",1
"Catamarca","Mujer","07.4 años","J18",1
"Catamarca","Mujer","07.4 años","W87",1
"Catamarca","Mujer","08.5 a 9","E84",1
"Catamarca","Mujer","08.5 a 9","G91",1
"Catamarca","Mujer","08.5 a 9","K75",1
"Catamarca","Mujer","09.10 a 14","A16",1
"Catamarca","Mujer","09.10 a 14","G83",1
"Catamarca","Mujer","09.10 a 14","R99",1
"Catamarca","Mujer","09.10 a 14","V89",1
"Catamarca","Mujer","09.10 a 14","W87",1
"Catamarca","Mujer","09.10 a 14","X74",1
"Catamarca","Mujer","10.15 a 19","D61",1
"Catamarca","Mujer","10.15 a 19","E14",2
"Catamarca","Mujer","10.15 a 19","I11",1
"Catamarca","Mujer","10.15 a 19","N18",1
"Catamarca","Mujer","10.15 a 19","Q24",1
"Catamarca","Mujer","10.15 a 19","W87",1
"Catamarca","Mujer","10.15 a 19","X70",2
"Catamarca","Mujer","10.15 a 19","X80",1
"Catamarca","Mujer","11.20 a 24","C95",1
"Catamarca","Mujer","11.20 a 24","E43",1
"Catamarca","Mujer","11.20 a 24","G20",1
"Catamarca","Mujer","11.20 a 24","V24",1
"Catamarca","Mujer","11.20 a 24","W87",1
"Catamarca","Mujer","11.20 a 24","X59",1
"Catamarca","Mujer","11.20 a 24","X70",1
"Catamarca","Mujer","11.20 a 24","Y26",1
"Catamarca","Mujer","12.25 a 29","B22",1
"Catamarca","Mujer","12.25 a 29","C18",1
"Catamarca","Mujer","12.25 a 29","C43",1
"Catamarca","Mujer","12.25 a 29","C56",1
"Catamarca","Mujer","12.25 a 29","I38",1
"Catamarca","Mujer","12.25 a 29","I47",1
"Catamarca","Mujer","12.25 a 29","J18",1
"Catamarca","Mujer","12.25 a 29","M32",2
"Catamarca","Mujer","13.30 a 34","B23",1
"Catamarca","Mujer","13.30 a 34","C26",1
"Catamarca","Mujer","13.30 a 34","C53",1
"Catamarca","Mujer","13.30 a 34","J18",1
"Catamarca","Mujer","13.30 a 34","J98",1
"Catamarca","Mujer","13.30 a 34","R56",1
"Catamarca","Mujer","13.30 a 34","R99",2
"Catamarca","Mujer","13.30 a 34","W79",1
"Catamarca","Mujer","13.30 a 34","X59",1
"Catamarca","Mujer","14.35 a 39","A41",2
"Catamarca","Mujer","14.35 a 39","C22",1
"Catamarca","Mujer","14.35 a 39","C50",1
"Catamarca","Mujer","14.35 a 39","C53",1
"Catamarca","Mujer","14.35 a 39","C55",2
"Catamarca","Mujer","14.35 a 39","D48",1
"Catamarca","Mujer","14.35 a 39","I61",2
"Catamarca","Mujer","14.35 a 39","K72",1
"Catamarca","Mujer","14.35 a 39","R99",1
"Catamarca","Mujer","14.35 a 39","X70",1
"Catamarca","Mujer","15.40 a 44","B17",1
"Catamarca","Mujer","15.40 a 44","B99",1
"Catamarca","Mujer","15.40 a 44","C15",1
"Catamarca","Mujer","15.40 a 44","C34",1
"Catamarca","Mujer","15.40 a 44","C49",1
"Catamarca","Mujer","15.40 a 44","C50",2
"Catamarca","Mujer","15.40 a 44","C53",1
"Catamarca","Mujer","15.40 a 44","C55",2
"Catamarca","Mujer","15.40 a 44","D43",1
"Catamarca","Mujer","15.40 a 44","E14",1
"Catamarca","Mujer","15.40 a 44","I50",1
"Catamarca","Mujer","15.40 a 44","I71",1
"Catamarca","Mujer","15.40 a 44","J18",1
"Catamarca","Mujer","15.40 a 44","K72",1
"Catamarca","Mujer","15.40 a 44","N15",1
"Catamarca","Mujer","15.40 a 44","R99",2
"Catamarca","Mujer","15.40 a 44","Y21",1
"Catamarca","Mujer","16.45 a 49","A41",1
"Catamarca","Mujer","16.45 a 49","C02",1
"Catamarca","Mujer","16.45 a 49","C18",1
"Catamarca","Mujer","16.45 a 49","C20",1
"Catamarca","Mujer","16.45 a 49","C34",1
"Catamarca","Mujer","16.45 a 49","C50",2
"Catamarca","Mujer","16.45 a 49","C55",1
"Catamarca","Mujer","16.45 a 49","C56",1
"Catamarca","Mujer","16.45 a 49","C64",1
"Catamarca","Mujer","16.45 a 49","C69",1
"Catamarca","Mujer","16.45 a 49","D61",1
"Catamarca","Mujer","16.45 a 49","E05",1
"Catamarca","Mujer","16.45 a 49","E14",2
"Catamarca","Mujer","16.45 a 49","G62",1
"Catamarca","Mujer","16.45 a 49","I05",1
"Catamarca","Mujer","16.45 a 49","I21",1
"Catamarca","Mujer","16.45 a 49","I60",1
"Catamarca","Mujer","16.45 a 49","K57",1
"Catamarca","Mujer","16.45 a 49","K72",1
"Catamarca","Mujer","16.45 a 49","N17",1
"Catamarca","Mujer","16.45 a 49","N18",1
"Catamarca","Mujer","16.45 a 49","X59",1
"Catamarca","Mujer","16.45 a 49","X70",1
"Catamarca","Mujer","17.50 a 54","B57",1
"Catamarca","Mujer","17.50 a 54","C23",2
"Catamarca","Mujer","17.50 a 54","C24",1
"Catamarca","Mujer","17.50 a 54","C34",2
"Catamarca","Mujer","17.50 a 54","C50",1
"Catamarca","Mujer","17.50 a 54","C53",1
"Catamarca","Mujer","17.50 a 54","C71",1
"Catamarca","Mujer","17.50 a 54","C90",1
"Catamarca","Mujer","17.50 a 54","E11",1
"Catamarca","Mujer","17.50 a 54","E14",4
"Catamarca","Mujer","17.50 a 54","E27",1
"Catamarca","Mujer","17.50 a 54","G91",1
"Catamarca","Mujer","17.50 a 54","I21",1
"Catamarca","Mujer","17.50 a 54","I64",1
"Catamarca","Mujer","17.50 a 54","K40",1
"Catamarca","Mujer","17.50 a 54","K74",1
"Catamarca","Mujer","17.50 a 54","R99",1
"Catamarca","Mujer","17.50 a 54","V48",1
"Catamarca","Mujer","18.55 a 59","A41",1
"Catamarca","Mujer","18.55 a 59","C16",2
"Catamarca","Mujer","18.55 a 59","C18",1
"Catamarca","Mujer","18.55 a 59","C22",2
"Catamarca","Mujer","18.55 a 59","C34",1
"Catamarca","Mujer","18.55 a 59","C50",5
"Catamarca","Mujer","18.55 a 59","C53",1
"Catamarca","Mujer","18.55 a 59","C54",1
"Catamarca","Mujer","18.55 a 59","C56",2
"Catamarca","Mujer","18.55 a 59","C80",2
"Catamarca","Mujer","18.55 a 59","C90",1
"Catamarca","Mujer","18.55 a 59","D43",1
"Catamarca","Mujer","18.55 a 59","D46",1
"Catamarca","Mujer","18.55 a 59","E14",3
"Catamarca","Mujer","18.55 a 59","F10",1
"Catamarca","Mujer","18.55 a 59","I10",2
"Catamarca","Mujer","18.55 a 59","I11",1
"Catamarca","Mujer","18.55 a 59","I21",2
"Catamarca","Mujer","18.55 a 59","I50",2
"Catamarca","Mujer","18.55 a 59","I61",3
"Catamarca","Mujer","18.55 a 59","J18",2
"Catamarca","Mujer","18.55 a 59","J45",1
"Catamarca","Mujer","18.55 a 59","J81",2
"Catamarca","Mujer","18.55 a 59","K56",1
"Catamarca","Mujer","18.55 a 59","K65",1
"Catamarca","Mujer","18.55 a 59","K74",1
"Catamarca","Mujer","18.55 a 59","K76",1
"Catamarca","Mujer","18.55 a 59","M34",1
"Catamarca","Mujer","18.55 a 59","N19",1
"Catamarca","Mujer","18.55 a 59","R99",2
"Catamarca","Mujer","18.55 a 59","X59",1
"Catamarca","Mujer","18.55 a 59","X70",1
"Catamarca","Mujer","19.60 a 64","C02",1
"Catamarca","Mujer","19.60 a 64","C15",1
"Catamarca","Mujer","19.60 a 64","C20",1
"Catamarca","Mujer","19.60 a 64","C23",1
"Catamarca","Mujer","19.60 a 64","C24",1
"Catamarca","Mujer","19.60 a 64","C50",5
"Catamarca","Mujer","19.60 a 64","C53",2
"Catamarca","Mujer","19.60 a 64","C64",1
"Catamarca","Mujer","19.60 a 64","C80",1
"Catamarca","Mujer","19.60 a 64","E10",2
"Catamarca","Mujer","19.60 a 64","E11",1
"Catamarca","Mujer","19.60 a 64","E14",2
"Catamarca","Mujer","19.60 a 64","G91",1
"Catamarca","Mujer","19.60 a 64","I10",1
"Catamarca","Mujer","19.60 a 64","I21",2
"Catamarca","Mujer","19.60 a 64","I25",1
"Catamarca","Mujer","19.60 a 64","I26",1
"Catamarca","Mujer","19.60 a 64","I42",1
"Catamarca","Mujer","19.60 a 64","I47",1
"Catamarca","Mujer","19.60 a 64","I49",1
"Catamarca","Mujer","19.60 a 64","I50",5
"Catamarca","Mujer","19.60 a 64","I61",2
"Catamarca","Mujer","19.60 a 64","J45",1
"Catamarca","Mujer","19.60 a 64","J81",2
"Catamarca","Mujer","19.60 a 64","J96",1
"Catamarca","Mujer","19.60 a 64","K56",1
"Catamarca","Mujer","19.60 a 64","K72",1
"Catamarca","Mujer","19.60 a 64","K74",1
"Catamarca","Mujer","19.60 a 64","N17",1
"Catamarca","Mujer","19.60 a 64","N19",1
"Catamarca","Mujer","19.60 a 64","R99",2
"Catamarca","Mujer","19.60 a 64","X59",1
"Catamarca","Mujer","20.65 a 69","A09",1
"Catamarca","Mujer","20.65 a 69","A19",1
"Catamarca","Mujer","20.65 a 69","A41",1
"Catamarca","Mujer","20.65 a 69","A46",1
"Catamarca","Mujer","20.65 a 69","C15",1
"Catamarca","Mujer","20.65 a 69","C16",2
"Catamarca","Mujer","20.65 a 69","C18",1
"Catamarca","Mujer","20.65 a 69","C34",1
"Catamarca","Mujer","20.65 a 69","C50",1
"Catamarca","Mujer","20.65 a 69","C51",1
"Catamarca","Mujer","20.65 a 69","C53",2
"Catamarca","Mujer","20.65 a 69","C56",1
"Catamarca","Mujer","20.65 a 69","C71",2
"Catamarca","Mujer","20.65 a 69","C80",1
"Catamarca","Mujer","20.65 a 69","C81",2
"Catamarca","Mujer","20.65 a 69","C97",1
"Catamarca","Mujer","20.65 a 69","E10",1
"Catamarca","Mujer","20.65 a 69","E14",2
"Catamarca","Mujer","20.65 a 69","I11",2
"Catamarca","Mujer","20.65 a 69","I21",2
"Catamarca","Mujer","20.65 a 69","I26",2
"Catamarca","Mujer","20.65 a 69","I42",1
"Catamarca","Mujer","20.65 a 69","I47",2
"Catamarca","Mujer","20.65 a 69","I49",1
"Catamarca","Mujer","20.65 a 69","I50",2
"Catamarca","Mujer","20.65 a 69","I61",5
"Catamarca","Mujer","20.65 a 69","I64",4
"Catamarca","Mujer","20.65 a 69","I67",1
"Catamarca","Mujer","20.65 a 69","J18",4
"Catamarca","Mujer","20.65 a 69","J44",1
"Catamarca","Mujer","20.65 a 69","J81",1
"Catamarca","Mujer","20.65 a 69","J98",2
"Catamarca","Mujer","20.65 a 69","K72",2
"Catamarca","Mujer","20.65 a 69","K74",2
"Catamarca","Mujer","20.65 a 69","R99",4
"Catamarca","Mujer","21.70 a 74","A41",1
"Catamarca","Mujer","21.70 a 74","B57",3
"Catamarca","Mujer","21.70 a 74","C16",1
"Catamarca","Mujer","21.70 a 74","C20",1
"Catamarca","Mujer","21.70 a 74","C22",2
"Catamarca","Mujer","21.70 a 74","C23",1
"Catamarca","Mujer","21.70 a 74","C50",1
"Catamarca","Mujer","21.70 a 74","C55",1
"Catamarca","Mujer","21.70 a 74","C56",1
"Catamarca","Mujer","21.70 a 74","C71",1
"Catamarca","Mujer","21.70 a 74","C72",1
"Catamarca","Mujer","21.70 a 74","C97",1
"Catamarca","Mujer","21.70 a 74","D47",1
"Catamarca","Mujer","21.70 a 74","E14",5
"Catamarca","Mujer","21.70 a 74","I11",2
"Catamarca","Mujer","21.70 a 74","I12",1
"Catamarca","Mujer","21.70 a 74","I21",5
"Catamarca","Mujer","21.70 a 74","I25",1
"Catamarca","Mujer","21.70 a 74","I26",1
"Catamarca","Mujer","21.70 a 74","I35",1
"Catamarca","Mujer","21.70 a 74","I42",1
"Catamarca","Mujer","21.70 a 74","I47",1
"Catamarca","Mujer","21.70 a 74","I49",1
"Catamarca","Mujer","21.70 a 74","I50",6
"Catamarca","Mujer","21.70 a 74","I61",3
"Catamarca","Mujer","21.70 a 74","I64",4
"Catamarca","Mujer","21.70 a 74","I67",1
"Catamarca","Mujer","21.70 a 74","I69",1
"Catamarca","Mujer","21.70 a 74","I71",1
"Catamarca","Mujer","21.70 a 74","I73",1
"Catamarca","Mujer","21.70 a 74","I77",1
"Catamarca","Mujer","21.70 a 74","J18",4
"Catamarca","Mujer","21.70 a 74","J44",1
"Catamarca","Mujer","21.70 a 74","J69",1
"Catamarca","Mujer","21.70 a 74","J81",3
"Catamarca","Mujer","21.70 a 74","J96",1
"Catamarca","Mujer","21.70 a 74","J98",1
"Catamarca","Mujer","21.70 a 74","K35",1
"Catamarca","Mujer","21.70 a 74","K56",1
"Catamarca","Mujer","21.70 a 74","K70",1
"Catamarca","Mujer","21.70 a 74","K74",1
"Catamarca","Mujer","21.70 a 74","K76",1
"Catamarca","Mujer","21.70 a 74","L10",1
"Catamarca","Mujer","21.70 a 74","L89",1
"Catamarca","Mujer","21.70 a 74","M06",1
"Catamarca","Mujer","21.70 a 74","N18",1
"Catamarca","Mujer","21.70 a 74","N19",2
"Catamarca","Mujer","21.70 a 74","R09",1
"Catamarca","Mujer","21.70 a 74","R64",1
"Catamarca","Mujer","21.70 a 74","R99",3
"Catamarca","Mujer","21.70 a 74","X59",1
"Catamarca","Mujer","22.75 a 79","A41",1
"Catamarca","Mujer","22.75 a 79","C15",3
"Catamarca","Mujer","22.75 a 79","C16",1
"Catamarca","Mujer","22.75 a 79","C18",2
"Catamarca","Mujer","22.75 a 79","C23",3
"Catamarca","Mujer","22.75 a 79","C25",1
"Catamarca","Mujer","22.75 a 79","C43",1
"Catamarca","Mujer","22.75 a 79","C50",2
"Catamarca","Mujer","22.75 a 79","C51",1
"Catamarca","Mujer","22.75 a 79","C56",1
"Catamarca","Mujer","22.75 a 79","C64",1
"Catamarca","Mujer","22.75 a 79","C71",2
"Catamarca","Mujer","22.75 a 79","C80",2
"Catamarca","Mujer","22.75 a 79","C85",1
"Catamarca","Mujer","22.75 a 79","C91",2
"Catamarca","Mujer","22.75 a 79","C95",1
"Catamarca","Mujer","22.75 a 79","D43",1
"Catamarca","Mujer","22.75 a 79","E11",3
"Catamarca","Mujer","22.75 a 79","E14",4
"Catamarca","Mujer","22.75 a 79","E46",1
"Catamarca","Mujer","22.75 a 79","I10",3
"Catamarca","Mujer","22.75 a 79","I11",1
"Catamarca","Mujer","22.75 a 79","I12",1
"Catamarca","Mujer","22.75 a 79","I20",1
"Catamarca","Mujer","22.75 a 79","I21",4
"Catamarca","Mujer","22.75 a 79","I25",1
"Catamarca","Mujer","22.75 a 79","I26",1
"Catamarca","Mujer","22.75 a 79","I34",1
"Catamarca","Mujer","22.75 a 79","I42",2
"Catamarca","Mujer","22.75 a 79","I44",1
"Catamarca","Mujer","22.75 a 79","I47",1
"Catamarca","Mujer","22.75 a 79","I50",8
"Catamarca","Mujer","22.75 a 79","I60",1
"Catamarca","Mujer","22.75 a 79","I61",4
"Catamarca","Mujer","22.75 a 79","I64",6
"Catamarca","Mujer","22.75 a 79","I67",2
"Catamarca","Mujer","22.75 a 79","I71",1
"Catamarca","Mujer","22.75 a 79","J18",5
"Catamarca","Mujer","22.75 a 79","J44",1
"Catamarca","Mujer","22.75 a 79","J81",1
"Catamarca","Mujer","22.75 a 79","J84",1
"Catamarca","Mujer","22.75 a 79","J96",5
"Catamarca","Mujer","22.75 a 79","J98",2
"Catamarca","Mujer","22.75 a 79","K43",1
"Catamarca","Mujer","22.75 a 79","K56",2
"Catamarca","Mujer","22.75 a 79","K72",3
"Catamarca","Mujer","22.75 a 79","L01",1
"Catamarca","Mujer","22.75 a 79","L98",1
"Catamarca","Mujer","22.75 a 79","N12",1
"Catamarca","Mujer","22.75 a 79","N17",1
"Catamarca","Mujer","22.75 a 79","N18",2
"Catamarca","Mujer","22.75 a 79","N19",3
"Catamarca","Mujer","22.75 a 79","R57",1
"Catamarca","Mujer","22.75 a 79","R99",9
"Catamarca","Mujer","22.75 a 79","X59",2
"Catamarca","Mujer","22.75 a 79","Y84",1
"Catamarca","Mujer","23.80 a 84","B88",1
"Catamarca","Mujer","23.80 a 84","C15",1
"Catamarca","Mujer","23.80 a 84","C16",2
"Catamarca","Mujer","23.80 a 84","C22",2
"Catamarca","Mujer","23.80 a 84","C26",1
"Catamarca","Mujer","23.80 a 84","C34",1
"Catamarca","Mujer","23.80 a 84","C38",1
"Catamarca","Mujer","23.80 a 84","C43",1
"Catamarca","Mujer","23.80 a 84","C50",1
"Catamarca","Mujer","23.80 a 84","C53",1
"Catamarca","Mujer","23.80 a 84","C55",2
"Catamarca","Mujer","23.80 a 84","C56",1
"Catamarca","Mujer","23.80 a 84","C71",1
"Catamarca","Mujer","23.80 a 84","C80",2
"Catamarca","Mujer","23.80 a 84","D43",1
"Catamarca","Mujer","23.80 a 84","E03",1
"Catamarca","Mujer","23.80 a 84","E11",1
"Catamarca","Mujer","23.80 a 84","E14",2
"Catamarca","Mujer","23.80 a 84","E46",2
"Catamarca","Mujer","23.80 a 84","G30",1
"Catamarca","Mujer","23.80 a 84","I10",1
"Catamarca","Mujer","23.80 a 84","I11",2
"Catamarca","Mujer","23.80 a 84","I21",3
"Catamarca","Mujer","23.80 a 84","I24",2
"Catamarca","Mujer","23.80 a 84","I25",2
"Catamarca","Mujer","23.80 a 84","I26",1
"Catamarca","Mujer","23.80 a 84","I42",1
"Catamarca","Mujer","23.80 a 84","I44",1
"Catamarca","Mujer","23.80 a 84","I47",1
"Catamarca","Mujer","23.80 a 84","I49",1
"Catamarca","Mujer","23.80 a 84","I50",14
"Catamarca","Mujer","23.80 a 84","I61",2
"Catamarca","Mujer","23.80 a 84","I63",1
"Catamarca","Mujer","23.80 a 84","I64",5
"Catamarca","Mujer","23.80 a 84","I67",4
"Catamarca","Mujer","23.80 a 84","I71",1
"Catamarca","Mujer","23.80 a 84","J18",8
"Catamarca","Mujer","23.80 a 84","J20",1
"Catamarca","Mujer","23.80 a 84","J22",1
"Catamarca","Mujer","23.80 a 84","J44",2
"Catamarca","Mujer","23.80 a 84","J45",1
"Catamarca","Mujer","23.80 a 84","J81",1
"Catamarca","Mujer","23.80 a 84","J84",1
"Catamarca","Mujer","23.80 a 84","J96",3
"Catamarca","Mujer","23.80 a 84","J98",5
"Catamarca","Mujer","23.80 a 84","K46",1
"Catamarca","Mujer","23.80 a 84","K56",2
"Catamarca","Mujer","23.80 a 84","K65",1
"Catamarca","Mujer","23.80 a 84","K72",1
"Catamarca","Mujer","23.80 a 84","K85",1
"Catamarca","Mujer","23.80 a 84","L89",1
"Catamarca","Mujer","23.80 a 84","N17",1
"Catamarca","Mujer","23.80 a 84","N19",3
"Catamarca","Mujer","23.80 a 84","R09",1
"Catamarca","Mujer","23.80 a 84","R99",5
"Catamarca","Mujer","23.80 a 84","X59",3
"Catamarca","Mujer","23.80 a 84","Y83",1
"Catamarca","Mujer","24.85 y más","A09",2
"Catamarca","Mujer","24.85 y más","A41",6
"Catamarca","Mujer","24.85 y más","B44",1
"Catamarca","Mujer","24.85 y más","C15",2
"Catamarca","Mujer","24.85 y más","C16",2
"Catamarca","Mujer","24.85 y más","C18",1
"Catamarca","Mujer","24.85 y más","C25",2
"Catamarca","Mujer","24.85 y más","C32",1
"Catamarca","Mujer","24.85 y más","C34",1
"Catamarca","Mujer","24.85 y más","C50",1
"Catamarca","Mujer","24.85 y más","C53",1
"Catamarca","Mujer","24.85 y más","C90",1
"Catamarca","Mujer","24.85 y más","E11",1
"Catamarca","Mujer","24.85 y más","E14",2
"Catamarca","Mujer","24.85 y más","E43",1
"Catamarca","Mujer","24.85 y más","E46",1
"Catamarca","Mujer","24.85 y más","E86",4
"Catamarca","Mujer","24.85 y más","F01",1
"Catamarca","Mujer","24.85 y más","I05",1
"Catamarca","Mujer","24.85 y más","I10",3
"Catamarca","Mujer","24.85 y más","I11",4
"Catamarca","Mujer","24.85 y más","I12",1
"Catamarca","Mujer","24.85 y más","I21",3
"Catamarca","Mujer","24.85 y más","I24",1
"Catamarca","Mujer","24.85 y más","I25",1
"Catamarca","Mujer","24.85 y más","I42",3
"Catamarca","Mujer","24.85 y más","I44",2
"Catamarca","Mujer","24.85 y más","I47",8
"Catamarca","Mujer","24.85 y más","I49",1
"Catamarca","Mujer","24.85 y más","I50",28
"Catamarca","Mujer","24.85 y más","I51",2
"Catamarca","Mujer","24.85 y más","I61",1
"Catamarca","Mujer","24.85 y más","I64",10
"Catamarca","Mujer","24.85 y más","I67",4
"Catamarca","Mujer","24.85 y más","I69",3
"Catamarca","Mujer","24.85 y más","I70",2
"Catamarca","Mujer","24.85 y más","I99",1
"Catamarca","Mujer","24.85 y más","J18",24
"Catamarca","Mujer","24.85 y más","J44",1
"Catamarca","Mujer","24.85 y más","J81",1
"Catamarca","Mujer","24.85 y más","J84",2
"Catamarca","Mujer","24.85 y más","J98",6
"Catamarca","Mujer","24.85 y más","K20",1
"Catamarca","Mujer","24.85 y más","K35",1
"Catamarca","Mujer","24.85 y más","K55",1
"Catamarca","Mujer","24.85 y más","K56",1
"Catamarca","Mujer","24.85 y más","K92",1
"Catamarca","Mujer","24.85 y más","L89",1
"Catamarca","Mujer","24.85 y más","N17",1
"Catamarca","Mujer","24.85 y más","N18",2
"Catamarca","Mujer","24.85 y más","N19",4
"Catamarca","Mujer","24.85 y más","N39",1
"Catamarca","Mujer","24.85 y más","R09",1
"Catamarca","Mujer","24.85 y más","R53",1
"Catamarca","Mujer","24.85 y más","R54",1
"Catamarca","Mujer","24.85 y más","R99",12
"Catamarca","Mujer","24.85 y más","X59",7
"Catamarca","Desconocido","14.35 a 39","C71",1
"Catamarca","Desconocido","25.Sín especificar","J44",1
"Catamarca","Desconocido","ERROR","R95",1
"Chaco","Varón","01.0 a 6 días","A50",1
"Chaco","Varón","01.0 a 6 días","B57",1
"Chaco","Varón","01.0 a 6 días","G03",1
"Chaco","Varón","01.0 a 6 días","P01",2
"Chaco","Varón","01.0 a 6 días","P02",2
"Chaco","Varón","01.0 a 6 días","P07",4
"Chaco","Varón","01.0 a 6 días","P21",14
"Chaco","Varón","01.0 a 6 días","P22",24
"Chaco","Varón","01.0 a 6 días","P23",2
"Chaco","Varón","01.0 a 6 días","P24",9
"Chaco","Varón","01.0 a 6 días","P25",1
"Chaco","Varón","01.0 a 6 días","P26",2
"Chaco","Varón","01.0 a 6 días","P28",29
"Chaco","Varón","01.0 a 6 días","P29",3
"Chaco","Varón","01.0 a 6 días","P36",32
"Chaco","Varón","01.0 a 6 días","P52",1
"Chaco","Varón","01.0 a 6 días","P54",1
"Chaco","Varón","01.0 a 6 días","P59",2
"Chaco","Varón","01.0 a 6 días","P74",1
"Chaco","Varón","01.0 a 6 días","P77",1
"Chaco","Varón","01.0 a 6 días","P83",2
"Chaco","Varón","01.0 a 6 días","P96",2
"Chaco","Varón","01.0 a 6 días","Q00",2
"Chaco","Varón","01.0 a 6 días","Q05",1
"Chaco","Varón","01.0 a 6 días","Q24",7
"Chaco","Varón","01.0 a 6 días","Q33",1
"Chaco","Varón","01.0 a 6 días","Q39",1
"Chaco","Varón","01.0 a 6 días","Q60",1
"Chaco","Varón","01.0 a 6 días","Q79",1
"Chaco","Varón","01.0 a 6 días","Q89",3
"Chaco","Varón","01.0 a 6 días","R95",1
"Chaco","Varón","01.0 a 6 días","Y09",1
"Chaco","Varón","02.7 a 27 días","J18",3
"Chaco","Varón","02.7 a 27 días","P05",1
"Chaco","Varón","02.7 a 27 días","P21",5
"Chaco","Varón","02.7 a 27 días","P22",4
"Chaco","Varón","02.7 a 27 días","P23",2
"Chaco","Varón","02.7 a 27 días","P24",6
"Chaco","Varón","02.7 a 27 días","P26",3
"Chaco","Varón","02.7 a 27 días","P28",5
"Chaco","Varón","02.7 a 27 días","P29",1
"Chaco","Varón","02.7 a 27 días","P36",11
"Chaco","Varón","02.7 a 27 días","P52",2
"Chaco","Varón","02.7 a 27 días","P54",2
"Chaco","Varón","02.7 a 27 días","P55",1
"Chaco","Varón","02.7 a 27 días","P77",1
"Chaco","Varón","02.7 a 27 días","P96",1
"Chaco","Varón","02.7 a 27 días","Q03",1
"Chaco","Varón","02.7 a 27 días","Q23",1
"Chaco","Varón","02.7 a 27 días","Q24",1
